principal component 1;principal component 2;age;Risk;model
-0.550282695;0.245671193;18;low;3
-0.385765337;-0.129952857;18;low;3
-0.295551929;-0.388766416;18;low;3
-0.288996358;0.198956501;18;low;3
-0.450205203;0.538045485;18;low;3
-1.232080929;0.0943307;18;low;3
-0.642540308;0.333025673;18;low;3
-1.045914478;0.389221673;18;low;3
-0.821837014;0.154543713;18;low;3
-0.98338275;0.26123206;18;low;3
-0.214894872;0.460303548;18;low;3
-0.634900969;-0.184723863;18;low;3
-0.598545067;0.734680411;18;low;3
-1.034978524;0.854049137;18;high;3
-1.265654725;0.664120853;18;high;3
1.714782553;3.487708128;18;high;3
3.878091219;7.253742571;18;high;3
4.010874656;7.867523921;18;high;3
0.73165536;-0.755356241;7;low;4
0.219369709;-0.543010034;7;low;4
-0.674691822;-0.428821129;7;low;4
-0.813692964;-1.073333732;7;low;4
-1.232186133;0.213579067;7;low;4
-1.622095313;0.542381016;7;low;4
-1.164721216;-0.106601677;7;low;4
-0.799707201;0.64799724;7;low;4
-1.128605799;0.676275637;7;low;4
-1.195557071;-0.185759488;7;low;4
-1.435735807;-0.149134402;7;low;4
-1.347916177;0.163130337;7;low;4
-0.563571438;0.485020779;7;low;4
-0.607189944;0.645084027;7;low;4
-0.644538251;0.225503962;7;low;4
-0.550660577;0.269825848;7;low;4
-1.254850184;0.248569107;7;low;4
-0.881307791;-0.031253754;7;low;4
-0.898843405;-0.172478732;7;low;4
-1.164041716;-0.554384099;7;low;4
-1.03067103;-0.522927026;7;low;4
-1.091616409;-0.698029084;7;low;4
0.193321165;-2.02281058;7;low;4
-0.59085419;-2.215997277;7;low;4
-0.23374801;-1.602677188;7;low;4
-1.050388978;-1.334004137;7;high;4
-0.500004013;-2.213566662;7;high;4
0.583592129;0.310113401;7;high;4
1.851833902;2.580945975;7;high;4
2.080581118;2.332245482;7;high;4
-0.232526022;-1.553867546;8;low;3
-0.495461941;-1.187187516;8;low;3
-0.964437005;-1.110153256;8;low;3
-0.83924571;-0.394194836;8;low;3
-1.370351953;-0.165558884;8;low;3
-0.58018015;0.567117029;8;low;3
-0.990565719;0.366833154;8;low;3
-1.085070412;0.643441741;8;low;3
-1.410311182;-0.17919515;8;low;3
-1.021906278;-0.275734622;8;low;3
-1.007048005;0.40507882;8;low;3
-0.96916022;0.572232961;8;low;3
-1.110941575;0.026514115;8;low;3
-0.794602656;0.524130032;8;low;3
-0.947581792;0.144387152;8;low;3
-1.167250593;-0.158328527;8;low;3
-0.811831711;-0.219844535;8;low;3
-1.429582991;0.003379499;8;low;3
-0.947373611;0.045920461;8;low;3
-0.769589613;-0.833916089;8;low;3
-0.97001143;0.406890834;8;low;3
-0.6275044;0.11736541;8;low;3
-0.502567054;-0.75524745;8;low;3
-0.960321955;-0.589388662;8;low;3
1.318687641;2.51137301;8;low;3
2.429621003;3.494171613;8;low;3
2.828605872;3.123172722;8;low;3
1.274365797;2.309908718;8;low;3
2.530011424;2.824086397;8;low;3
1.653189707;2.076152928;8;low;3
0.333997676;0.745599734;8;low;3
0.038920944;0.122261604;8;low;3
-0.129919781;0.511915107;8;low;3
-0.844098772;0.010046674;8;low;3
-0.596857127;-0.458776664;8;low;3
-1.16895159;-0.289375604;8;low;3
-0.800500563;-0.332529281;8;low;3
1.510654125;2.159235091;8;low;3
3.635492811;4.824917914;8;low;3
2.560099188;4.411068285;8;low;3
5.264736736;1.081101701;8;low;3
8.952204224;-0.420172237;8;low;3
8.261034261;-0.395119753;8;low;3
4.135409401;-1.016876782;8;low;3
3.617253618;-2.436280204;8;low;3
3.274020741;-2.04173985;8;low;3
0.668398429;-0.523810721;8;low;3
-0.432940217;-0.024530541;8;low;3
-0.295742637;0.625364851;8;low;3
-0.425715206;0.102536089;8;low;3
-0.216777372;-0.210370221;8;low;3
-0.307784885;0.505915559;8;low;3
-1.046091554;-0.304501227;8;low;3
-0.838466016;-0.680628884;8;low;3
-0.528662806;-1.10451526;8;low;3
-1.406405809;-1.275248472;8;low;3
-1.026577752;-1.543315817;8;low;3
-1.100750645;-0.316502453;8;low;3
-0.647362631;-0.742644646;8;low;3
-1.371375488;-0.206394628;8;low;3
-0.402234364;0.553919051;8;low;3
-1.13829742;0.166204131;8;low;3
-0.86368301;-0.162714882;8;low;3
-0.971632477;0.38851088;8;low;3
-1.304805034;0.081031446;8;low;3
-0.845323262;-0.29038487;8;low;3
1.952799963;-3.095156022;8;low;3
4.414193767;-3.922515634;8;low;3
4.078579952;-3.60324124;8;low;3
2.051402157;-2.462953428;8;low;3
2.619966663;-3.836621043;8;high;3
2.556656023;-5.315938493;8;high;3
0.865097659;-4.341379383;8;high;3
-0.11451555;-3.633458172;8;high;3
-1.037892136;-2.709401238;8;high;3
-1.802189078;-1.27496091;7;low;3
-0.853101263;-1.238201668;7;low;3
-1.068224719;-1.618015459;7;low;3
-0.795657973;-0.851434611;7;low;3
-1.067964012;0.233212127;7;low;3
-0.893596677;0.588966112;7;low;3
-0.949128321;0.331174505;7;low;3
-1.236711124;0.352783955;7;low;3
-0.922149419;-0.466319891;7;low;3
-0.94880835;-0.293735129;7;low;3
-1.196527213;0.106466725;7;low;3
-0.921945666;-0.002058566;7;low;3
-1.214175125;-0.863860015;7;low;3
-0.434575433;-0.507149329;7;low;3
-0.864101129;-0.344065951;7;low;3
-0.626540086;-0.228502539;7;low;3
-0.630485567;0.172330194;7;low;3
0.169299393;1.471001014;7;low;3
6.474586229;0.935274585;7;low;3
8.093827758;0.977737656;7;low;3
5.605413424;-0.316542643;7;low;3
4.857021139;0.843406451;7;low;3
4.057706832;0.453102978;7;low;3
2.65876346;0.71605933;7;low;3
-0.603143041;-0.246943332;7;low;3
-0.888712686;0.401200759;7;low;3
-0.211136826;0.844070408;7;low;3
-1.071278189;0.398056622;7;low;3
-0.648753604;-0.45295006;7;low;3
-1.299360149;0.1037286;7;low;3
-0.637139754;0.485882339;7;low;3
-0.972375519;0.197805244;7;low;3
-1.269534808;-0.069496535;7;low;3
-0.916651405;0.276804916;7;low;3
0.007862874;-0.131770944;7;low;3
-0.420089293;0.078912532;7;low;3
-0.363977613;-0.134063579;7;low;3
-0.806874894;-0.490336431;7;low;3
-0.378945151;0.413665075;7;low;3
-0.246570404;0.470091646;7;low;3
-1.187298568;0.05170504;7;low;3
-0.877452192;-0.269813205;7;low;3
-1.088824301;0.172656668;7;low;3
-0.87352702;3.46171E-05;7;low;3
-1.426410385;-0.186338864;7;low;3
-0.86078869;0.66049524;7;low;3
-1.113049516;0.867211223;7;low;3
-0.358591457;0.346111826;7;low;3
-0.714734243;0.391171857;7;low;3
-0.532928473;0.469661922;7;low;3
-0.670373962;-0.387037441;7;low;3
-0.493618289;-0.553254897;7;low;3
-0.323441462;-0.344595724;7;low;3
-0.756974394;0.025490925;7;low;3
-0.351606376;-0.142897854;7;low;3
-0.510868419;-0.0291036;7;low;3
-0.797138671;0.312788806;7;low;3
-0.049229883;0.793136218;7;low;3
-0.731042835;0.293035406;7;low;3
0.071177314;0.265160603;7;low;3
2.279389139;-0.961118537;7;low;3
4.210020946;-3.671266835;7;low;3
4.107648418;-3.391709044;7;low;3
1.974152317;-2.66925644;7;low;3
2.018746521;-2.211576789;7;low;3
2.21956411;-2.101085935;7;low;3
-0.228366611;-0.554586732;7;low;3
-0.604562354;-0.032783777;7;low;3
-0.369037527;0.054372555;7;low;3
-0.761561955;-0.889378852;7;low;3
-0.808386382;-0.619534385;7;low;3
-0.50198127;-1.067824786;7;low;3
-1.073236256;-1.16231523;7;low;3
1.626790615;2.633379283;7;low;3
2.503283971;4.4466483;7;low;3
1.334237673;2.583228445;7;low;3
0.639233025;2.736739794;7;low;3
1.376489788;2.703272901;7;low;3
1.139741005;2.026060947;7;low;3
-0.423620271;-0.372951632;7;low;3
-0.529459932;-0.504367009;7;low;3
-0.882122513;-0.304032529;7;low;3
-0.18111949;-0.718404042;7;low;3
2.770105918;3.552101533;7;low;3
3.540650426;5.239618353;7;low;3
1.298343823;3.303992795;7;low;3
2.225162605;3.601978025;7;low;3
2.084630122;3.933690299;7;low;3
1.589941101;2.88054965;7;low;3
2.942255459;-2.437625136;7;low;3
3.673661185;-3.683514832;7;low;3
3.883373091;-2.857287602;7;low;3
2.390616835;-2.49256945;7;low;3
1.831353308;-2.537274315;7;low;3
2.038318626;-2.763204477;7;low;3
0.350636303;-0.646362434;7;low;3
0.268933998;0.144793917;7;low;3
0.459578984;-1.476056409;7;low;3
-0.227200686;-2.452831473;7;low;3
-0.642915452;-1.912910019;7;low;3
-0.346240778;-1.063057127;7;high;3
-1.036948647;-1.884245222;7;high;3
-0.688491395;-2.389129902;7;high;3
-1.354931219;-2.871214593;7;high;3
0.270482061;-2.2079926;7;high;3
0.307289582;0.527656063;2;low;3
0.2113473;0.895256334;2;low;3
-0.113680342;0.532603905;2;low;3
-0.545900121;-0.551185682;2;low;3
-0.699764975;-0.081595243;2;low;3
-0.972747231;-0.763275333;2;low;3
-0.74755454;-0.677149319;2;low;3
-0.673290905;-0.478254474;2;low;3
-0.719912781;-1.599446078;2;low;3
-0.830788586;-2.47281964;2;low;3
-0.961302046;-2.479691574;2;low;3
-0.491076049;-1.563127549;2;low;3
-1.11671916;-1.181386997;2;low;3
-0.800461387;-1.235311359;2;low;3
-1.004597872;-0.602964993;2;low;3
-1.290289706;-0.01603319;2;low;3
-1.222129246;-0.348233936;2;low;3
-0.449548419;0.347812945;2;low;3
-0.847599318;-0.134999611;2;low;3
-0.870808717;-0.349279563;2;low;3
-0.805403073;0.21923976;2;low;3
-0.761211298;-0.080507818;2;low;3
-0.639132885;0.781370657;2;low;3
-1.282888707;0.633788387;2;low;3
-0.340540744;0.53302762;2;low;3
-0.729985676;-0.254022036;2;low;3
-0.855263906;0.319544584;2;low;3
-1.436429341;-0.705098808;2;low;3
-0.509244103;0.727780431;2;low;3
-0.438412737;0.259930974;2;low;3
-1.136229364;0.350502971;2;low;3
-1.173648334;-0.218326021;2;low;3
-1.61604903;-0.102960086;2;low;3
-0.656317456;0.333988172;2;low;3
-1.033875019;0.374292763;2;low;3
-0.650213867;1.213659997;2;low;3
-0.923345513;0.546881696;2;low;3
-0.400416919;0.28424215;2;low;3
-1.237813249;0.406553143;2;low;3
-0.892669222;0.42979119;2;low;3
-0.751805021;-0.613355973;2;high;3
-0.63826467;-0.562825243;2;high;3
0.481192952;0.030133646;2;high;3
0.688384456;0.099366549;2;high;3
1.176282431;1.120070202;2;high;3
0.668302191;-2.912504931;2;low;3
-0.536700843;-2.019785857;2;low;3
-0.284079158;-1.202246028;2;low;3
-0.243728661;-0.590729155;2;low;3
-0.471937438;0.020750577;2;low;3
-0.191361577;-0.148576671;2;low;3
-0.487506764;0.1495411;2;low;3
-0.541334941;0.019462741;2;low;3
-1.548434235;-0.011573765;2;low;3
-0.971954852;0.460892397;2;low;3
-0.931073379;0.110291769;2;low;3
-1.444210931;-0.0505055;2;low;3
-1.314185405;0.317769986;2;low;3
-0.732973382;-0.410779883;2;low;3
-0.862252225;-0.50124572;2;low;3
-0.936156881;0.540843005;2;low;3
-0.997198214;-0.13912207;2;low;3
-0.966351603;-0.227584426;2;low;3
-1.084210775;-0.136561135;2;low;3
-1.088026424;0.045027236;2;low;3
0.550392706;0.010758585;2;low;3
0.237511678;-0.601292002;2;low;3
-0.337060639;-0.165768866;2;low;3
-0.449524776;0.554233431;2;low;3
-0.925100174;-0.618509228;2;low;3
-0.857845887;0.441870607;2;low;3
-1.313624805;0.597818772;2;low;3
-0.424411428;0.373102585;2;low;3
-0.954665781;-0.105894365;2;low;3
-1.159583495;-0.066406686;2;low;3
-1.098919637;-0.147468552;2;low;3
-1.438227861;0.364401867;2;low;3
0.034736787;1.515707723;2;low;3
0.331215188;0.730142248;2;low;3
0.211506332;-0.221831648;2;low;3
-0.522453436;0.258592227;2;low;3
0.197468419;0.514982657;2;low;3
-0.76688009;-0.311702972;2;low;3
-0.413359932;-1.567130699;2;low;3
-0.794565469;-1.714469851;2;low;3
0.438787873;-2.495001507;2;high;3
3.128624352;-4.694928027;2;high;3
6.061873811;-5.016835407;2;high;3
4.586153752;-2.794184812;2;high;3
4.457047801;-2.342952285;2;high;3
1.351701495;2.245052086;20;low;3
1.497181949;2.472017687;20;low;3
0.823917987;2.106798765;20;low;3
-0.2385495;0.500162493;20;low;3
-0.08060651;-0.014975254;20;low;3
0.091987323;-0.533518525;20;low;3
1.097128359;0.989064465;20;low;3
0.842355703;0.23756735;20;low;3
0.826722082;0.128676455;20;low;3
1.238756782;0.62284572;20;low;3
0.505169938;0.375210015;20;low;3
-0.161612408;0.406195752;20;low;3
0.533468746;0.968425477;20;low;3
1.087107942;1.586122144;20;low;3
-0.051103581;0.837688995;20;low;3
0.06363902;0.659777758;20;low;3
0.521430329;-0.002736043;20;low;3
-0.071955707;-0.184987177;20;low;3
-1.229773096;-0.189265826;20;low;3
-0.863347102;-0.134937582;20;low;3
-0.902720795;-0.337258868;20;low;3
-1.377240093;-0.170014492;20;low;3
-0.896940383;0.896644346;20;low;3
-0.166793137;-0.387219163;20;low;3
-0.887357075;-0.194622149;20;low;3
-1.218344647;-0.417942309;20;high;3
-0.970620858;0.08138556;20;high;3
-0.399461513;-0.912729586;20;high;3
-0.572814934;-2.237254552;20;high;3
-0.246880895;-1.270123498;20;high;3
1.353875233;-2.417153442;16;low;3
0.133335942;-1.715775216;16;low;3
-0.414079827;0.316461696;16;low;3
-0.890000692;0.705191497;16;low;3
-0.639872013;0.591306915;16;low;3
-0.752983877;0.371728793;16;low;3
-0.592070393;0.564311023;16;low;3
-1.079424535;0.265695553;16;low;3
0.332438603;0.937028404;16;low;3
1.16907022;1.655033553;16;low;3
0.664353246;1.841242873;16;low;3
0.03898679;1.968468006;16;low;3
0.210009495;1.799190704;16;low;3
-0.205710146;1.223113048;16;low;3
-0.972889202;-0.036480275;16;low;3
-1.613794532;0.080304618;16;low;3
-0.358358984;-1.222455998;16;low;3
-0.545871913;-0.573405405;16;low;3
-0.70484843;-0.454872799;16;low;3
3.237987428;1.729684936;16;low;3
2.645345249;2.880616377;16;low;3
2.707398426;2.178316406;16;low;3
1.316157074;1.566692357;16;low;3
2.135725877;1.331047037;16;low;3
0.765158657;1.435756295;16;low;3
3.743347656;3.824829545;16;low;3
4.59886028;5.684455837;16;low;3
2.891692059;3.662160813;16;low;3
3.165344711;4.023458878;16;low;3
2.442238875;3.793178765;16;low;3
1.416741573;2.671292828;16;low;3
-1.065635161;-0.340937674;16;low;3
-0.265559624;0.906147835;16;low;3
-1.634854202;-0.040615518;16;low;3
-1.355844631;0.626743094;16;low;3
-1.442952187;0.224753205;16;low;3
-1.124238635;-0.439184316;16;low;3
-0.986703719;-0.437903471;16;low;3
-1.46249344;-0.589346155;16;low;3
-0.992261977;0.122443633;16;low;3
-0.893442695;-0.243600181;16;low;3
-1.126468852;-0.132047189;16;low;3
-0.178191909;-0.630501092;16;low;3
-0.723836332;-0.902476675;16;low;3
-0.871746901;0.064573782;16;low;3
-0.830172227;-0.233078336;16;low;3
-0.73201939;-0.637736384;16;low;3
-0.963788577;-0.370409701;16;low;3
-1.258290773;0.403073021;16;low;3
-0.287830931;-1.102625335;16;low;3
-0.354991507;-0.913620835;16;low;3
-0.522847283;0.141130458;16;low;3
-0.509259458;-0.722146232;16;low;3
-0.674254121;-0.525770759;16;low;3
-0.812930244;-0.98807328;16;low;3
-0.145179397;-0.171920488;16;low;3
-0.843690088;-0.482869073;16;low;3
-2.018294334;-0.246214044;16;low;3
-1.445828797;-0.450044601;16;low;3
0.596264219;0.507567957;16;low;3
-0.063101299;0.27609637;16;low;3
0.70710607;0.55296308;16;low;3
-0.004176802;0.533346589;16;low;3
0.922478555;0.02199523;16;low;3
0.198215203;-0.165019172;16;low;3
-0.655205086;-0.490804044;16;low;3
-0.812348302;-0.442707804;16;low;3
-0.148381922;1.111708482;16;low;3
-1.170793874;0.239600969;16;low;3
-0.14655999;1.162044617;16;low;3
-0.793422155;0.485026925;16;low;3
-0.017058775;-0.105496194;16;low;3
-1.148823775;0.179944344;16;low;3
-0.562844329;-0.492226928;16;low;3
-1.255651586;0.097004915;16;low;3
-0.853487377;-0.161892693;16;low;3
-0.789970214;-0.310706306;16;low;3
-1.133600992;-0.240752455;16;low;3
-0.672974327;0.056620406;16;low;3
-0.75548502;0.755104577;16;low;3
-1.156935113;0.041363399;16;low;3
-0.490940067;-0.11923007;16;low;3
-0.980353851;0.056143496;16;low;3
-0.516757859;-0.188210069;16;low;3
-0.275503703;0.417217188;16;low;3
-1.421730825;-0.435250402;16;low;3
-0.778735115;-0.444830722;16;low;3
-1.06923783;-0.37488392;16;low;3
-1.098710895;-0.019714949;16;low;3
-0.663277047;0.826959589;16;low;3
-0.787249832;0.707375293;16;low;3
-0.766020053;0.003096009;16;low;3
-0.601834382;0.109670119;16;low;3
-0.811170354;0.687468288;16;low;3
-1.042946226;0.931426805;16;low;3
-1.146471249;0.469473703;16;low;3
0.215740288;-0.25618183;16;low;3
-0.595030596;0.840419416;16;low;3
-0.932264385;0.06081411;16;low;3
-0.275433863;0.192429559;16;low;3
-0.609849558;-0.28554726;16;high;3
-1.123245148;-0.157981534;16;high;3
0.853097628;2.404231378;16;high;3
1.616031718;3.947283543;16;high;3
1.520178496;3.527261614;16;high;3
-0.84096062;-1.485448175;7;low;4
-0.430199488;-1.463773482;7;low;4
-0.436366621;-1.134068546;7;low;4
-0.56927708;-0.0664772;7;low;4
-0.491128917;-0.439658754;7;low;4
-0.735386942;-0.102157342;7;low;4
-0.816191786;-0.565891715;7;low;4
-0.973439344;-0.273222024;7;low;4
-0.740689793;0.308289424;7;low;4
-0.983426975;0.514466407;7;low;4
-1.075923898;0.354707135;7;low;4
-0.163809233;0.206221927;7;low;4
-1.194710829;-0.512737299;7;low;4
-0.924547515;-0.550016873;7;low;4
-0.341304811;-1.219974248;7;low;4
-0.409305548;-0.461001442;7;low;4
-0.865331138;-0.517023106;7;low;4
-0.708900385;-1.130187212;7;low;4
-1.838826061;-0.332136839;7;low;4
-1.49216374;-0.04206685;7;low;4
-2.161033639;0.052448657;7;low;4
-1.451978217;-1.002124244;7;low;4
-0.879699471;0.189463996;7;low;4
-1.249416004;-0.262957723;7;low;4
-1.380888704;-0.382724606;7;low;4
-1.824028343;0.071117418;7;low;4
-1.227748662;0.407883126;7;low;4
-1.31608051;-0.178643194;7;low;4
-0.969833685;-0.310367485;7;low;4
-1.439674936;0.563487626;7;low;4
-0.818995583;-1.00079422;7;low;4
-1.278217062;0.28518811;7;low;4
-1.191567757;-0.383736672;7;low;4
-1.144000276;-0.257758957;7;low;4
-0.205792826;0.011665547;7;low;4
2.177185872;3.792294918;7;low;4
2.404726626;4.761501556;7;low;4
0.817392699;3.007668644;7;low;4
1.394953972;2.724083232;7;low;4
1.939197067;2.70191571;7;low;4
0.65531753;0.749167678;7;high;4
-0.683834043;-0.137469128;7;high;4
-0.041684826;-0.900826616;7;high;4
-0.412146234;-1.749317239;7;high;4
-0.362904535;-1.371991887;7;high;4
2.771796302;1.862190078;10;low;3
1.284391103;0.931871415;10;low;3
1.530240868;1.442055897;10;low;3
0.613138814;1.780204471;10;low;3
2.725018559;4.088366739;10;low;3
2.713121976;4.760186314;10;low;3
0.796674908;3.066205499;10;low;3
0.990040681;3.0042302;10;low;3
1.609622236;3.277505285;10;low;3
1.261951422;1.727521562;10;low;3
-0.416208907;-0.95216954;10;low;3
-0.233746032;0.834548384;10;low;3
4.57791737;-3.534519241;10;low;3
5.576560439;-3.209936574;10;low;3
4.474482635;-2.546481423;10;low;3
3.493853596;-1.971757987;10;low;3
2.831463748;-2.136643352;10;low;3
1.832482421;-1.171179095;10;low;3
-0.139693215;-0.266463789;10;low;3
-0.849171315;0.66256136;10;low;3
-0.939489573;-0.445474774;10;low;3
-0.617865747;-0.521625628;10;low;3
-1.116283017;-0.741469497;10;low;3
-1.505894897;0.196081839;10;low;3
-1.644689213;-0.406603599;10;low;3
-0.855789017;0.088004305;10;low;3
-1.032131233;-0.217327542;10;low;3
-1.239799689;0.758110269;10;low;3
-1.750518468;-0.576119177;10;low;3
-1.51932175;0.477342258;10;low;3
-1.348892449;0.02785503;10;low;3
-1.13885855;0.816760551;10;low;3
2.208453408;-2.089313681;10;low;3
4.147043583;-3.659545064;10;low;3
2.532963034;-2.689178762;10;low;3
2.018627297;-1.543480842;10;low;3
2.243603883;-1.733283833;10;low;3
1.711610561;-0.794844327;10;low;3
-0.448447091;1.016976399;10;low;3
-0.971189233;0.845008336;10;low;3
-0.968173079;0.774194577;10;low;3
-1.602648346;0.879461635;10;low;3
-1.538718478;0.869199841;10;low;3
-0.675050249;0.684347121;10;low;3
-1.26976692;0.671826758;10;low;3
-0.825784266;0.174299228;10;low;3
-0.467832218;-0.305774141;10;low;3
-0.271055842;-0.440240131;10;low;3
-0.909649196;0.156293146;10;low;3
-0.606104615;0.056028042;10;low;3
-1.259619019;-0.598961467;10;low;3
-1.337130645;0.052944972;10;low;3
-0.020602693;-0.185463181;10;low;3
-0.425811093;0.780475683;10;low;3
-0.964309083;-0.165760568;10;low;3
-0.1249641;0.082541549;10;low;3
-0.626273621;0.37017855;10;low;3
-1.101590608;0.792605802;10;low;3
-1.76752382;-0.172516641;10;low;3
-1.170547496;-0.051689791;10;low;3
-1.775670203;-0.276475642;10;low;3
-1.986660465;0.154984985;10;low;3
-1.352046302;-0.405542526;10;low;3
-1.274187522;0.300900016;10;low;3
-1.287494285;0.788287735;10;low;3
-0.924200913;0.442897289;10;low;3
-1.208066456;0.322762931;10;low;3
-1.227816079;0.33716732;10;low;3
-1.310877913;-0.04734197;10;low;3
-0.744499596;0.658117924;10;low;3
-0.227873985;-0.063316397;10;high;3
-0.840657543;-0.105760848;10;high;3
-1.152449444;-0.854973115;10;high;3
-0.358998581;-1.930231621;10;high;3
-1.016807679;-1.63389832;10;high;3
2.861593556;-3.577131213;6;low;2
2.386698834;-3.742443605;6;low;2
1.84621674;-2.795526823;6;low;2
0.166903063;-1.242623404;6;low;2
-0.904818926;0.222681109;6;low;2
-0.588625736;0.220856245;6;low;2
1.174859955;2.412531007;6;low;2
2.081525576;3.582483251;6;low;2
1.731054282;4.327032459;6;low;2
0.600941666;3.194471871;6;low;2
0.736207196;2.441892841;6;low;2
0.397044851;2.892868259;6;low;2
-0.816442573;1.291962384;6;low;2
-0.539206748;-1.172080383;6;low;2
-1.300065209;-1.505625691;6;low;2
-1.410366698;-0.770442715;6;low;2
-1.056378515;-1.519499218;6;low;2
-0.902232102;-0.735079412;6;low;2
-0.871802268;-0.134104577;6;low;2
-0.833165715;0.14338005;6;low;2
-0.705253299;0.408052199;6;low;2
-1.006967231;0.423142891;6;low;2
-0.846496499;0.727556344;6;low;2
-0.921761219;0.8830726;6;low;2
-0.661720566;0.630359351;6;low;2
-1.147975824;-0.333593402;6;low;2
-1.30916621;0.05139225;6;low;2
-0.507414123;0.536076688;6;low;2
-0.634967266;0.745883297;6;low;2
-0.67757659;0.421216971;6;low;2
-0.884434366;0.229424124;6;low;2
-0.91551751;-0.063747913;6;low;2
-1.215336602;0.161031959;6;low;2
-1.491631828;-0.012529197;6;low;2
-0.65330443;0.594907137;6;low;2
-0.697774128;0.33973987;6;low;2
-0.20905533;0.086475733;6;low;2
-0.813910481;-0.244283496;6;low;2
-0.141739944;0.618261527;6;low;2
-1.213707736;0.036575422;6;low;2
-1.461137928;-0.250008429;6;low;2
-1.660022407;-0.780050434;6;low;2
-1.412055669;-0.317520486;6;low;2
-2.036552924;-0.915245065;6;low;2
-0.433956152;-0.5917015;6;low;2
-1.519047366;-0.99344097;6;low;2
-0.87264784;-0.218104421;6;low;2
-1.390254246;-0.311785222;6;low;2
-0.640419825;-0.256311987;6;low;2
0.121108577;0.581828614;6;low;2
0.721730433;0.489465854;6;low;2
0.435075468;0.085219061;6;low;2
0.145033157;0.388834965;6;low;2
0.533329033;1.251056411;6;low;2
-0.445314586;0.733514839;6;low;2
-0.25743446;-0.2731937;6;low;2
-0.45724294;-0.411711227;6;low;2
-0.666780343;-0.593559003;6;low;2
-0.369981704;-0.74959121;6;low;2
-0.977282967;-0.537614488;6;low;2
-1.482118308;-0.812020106;6;low;2
-1.679483045;-0.7295776;6;low;2
-1.522489219;0.054635985;6;low;2
-2.361015709;-0.015881973;6;low;2
-1.749961344;-0.419897141;6;low;2
-1.514256407;-1.163664785;6;low;2
-1.148725758;-1.142038163;6;low;2
-1.394666201;-0.403700592;6;low;2
-0.412505809;-0.801280461;6;low;2
-0.944636287;-0.421134612;6;low;2
-1.009555248;-1.236027146;6;low;2
0.002317801;-0.05853886;6;low;2
-0.663690603;0.450960832;6;low;2
-0.805456782;0.005519621;6;low;2
-0.471891924;-0.124899329;6;low;2
-0.737892718;-0.238948347;6;low;2
-0.789107239;0.122486245;6;low;2
1.422651244;2.535674333;6;low;2
1.995133107;3.375095636;6;low;2
2.870541933;4.731655986;6;low;2
2.880283368;5.572607234;6;low;2
1.623615537;3.887451692;6;low;2
1.186549084;3.404155067;6;low;2
1.576058937;2.991939533;6;low;2
0.789150024;2.284946122;6;low;2
-1.036514881;-0.232224688;6;low;2
-0.613552335;-0.431994541;6;low;2
-0.887172408;0.145044476;6;low;2
-0.368871939;0.327958592;6;low;2
0.462972242;0.60750812;6;low;2
-0.323971119;0.218000777;6;low;2
-0.003464053;0.446076749;6;low;2
0.006488878;-0.539199476;6;low;2
-0.384228231;0.101355005;6;low;2
-0.627009885;-0.336137992;6;low;2
-1.537246292;-0.605753585;6;low;2
