a1;a2;a3;a4;failure
5.641183061;4.040197658;3.30507276;3.086484631;0
6.076723647;4.269656553;3.327496976;3.386457395;0
5.779421078;4.281030434;3.153686071;3.417258416;0
5.398549442;3.888663986;2.964676063;3.156493457;0
6.314470688;4.012719827;3.393854923;3.662816327;0
6.505836431;4.634539446;3.344664723;3.485982514;0
5.855022901;4.39082764;3.12865313;3.424687866;0
6.55150563;3.966491268;3.508935466;4.087689007;0
6.229358919;3.95780041;3.100316631;3.457562775;0
5.740744786;3.970765743;3.280577383;3.13894738;0
5.306328085;4.352151317;3.242291439;3.265835859;0
5.687058482;3.972309736;3.100735984;3.154047149;0
6.055809029;4.265053546;3.29194363;3.261401532;0
5.429521082;3.958655693;3.308316181;3.372289683;0
5.412093489;4.030752627;2.971419207;2.971993202;0
6.23489634;4.477005725;3.443560662;3.314448337;0
5.930696477;4.091679115;3.465926955;3.985053211;0
6.151292472;3.767431296;3.341887681;3.16526176;0
5.449901201;4.742207697;3.121349109;3.339379864;0
6.700357297;3.888315495;3.426474531;3.573652791;0
5.843542422;3.520674681;3.077061631;2.988547723;0
6.229018492;4.648859212;3.317611375;3.510087384;0
6.142608498;4.098023209;3.578025386;3.200882113;0
6.707868183;5.024518384;3.531741234;3.5960921;0
6.591948857;4.289771476;3.646780358;3.733505457;0
6.543575414;4.359133044;3.563149134;3.823671464;0
5.329232362;4.177132929;3.202450637;3.005688681;0
6.170627724;4.357633001;3.613614116;3.333475721;0
6.241832952;4.376999449;3.583151889;3.221394893;0
6.259609676;4.352012142;3.382631499;3.34001287;0
6.060604618;4.107141665;3.304538098;3.693880033;0
5.592214729;4.154249231;3.102375855;3.137121886;0
5.949708851;3.788170889;3.246280239;3.380411096;0
5.884087926;4.418363299;3.239632226;4.147120061;0
5.989828339;3.518327134;2.979469864;3.292189669;0
6.064578876;3.898136099;3.182459015;3.129590121;0
5.12053985;3.986087776;2.82610493;3.19738101;0
5.71032164;3.704539461;3.060546031;3.151576909;0
6.588526055;4.282788084;3.293795881;3.395815542;0
5.67567517;3.990477914;3.231542766;3.267716544;0
6.432267185;4.245701056;3.616655483;3.521422104;0
6.830455841;4.80781427;3.521719877;3.566287583;0
5.852564107;4.106450909;3.09552612;3.829150344;0
5.903900796;3.948290226;3.146915688;2.95912116;0
5.479405219;4.080111999;3.064374399;3.067090844;0
5.74772875;4.146699235;3.114868451;3.171612811;0
5.957818611;4.690552663;3.270461972;3.26192183;0
6.318709321;3.865038961;3.366761483;3.590207824;0
5.78587039;3.983628092;3.278799552;3.173971977;0
6.441423533;4.742827877;3.455775729;3.654751051;0
5.604331043;3.542569424;3.110732655;3.018683165;0
5.846959116;4.120886329;3.127408205;3.222103866;0
5.991662968;3.967538915;3.463682251;3.568140685;0
5.106376406;3.936902838;2.938995566;2.845993185;0
5.970456844;4.259062332;3.413600714;3.489543125;0
6.170544525;4.492334327;3.437380992;3.861676463;0
5.841108291;4.235950995;3.271129576;3.343280489;0
5.546510293;4.314214135;3.104920244;3.187203607;0
6.073264487;3.963350771;3.393359123;3.33105501;0
5.202240717;3.912201629;3.052841172;3.19749765;0
5.797241896;3.685247319;3.223009682;3.46037848;0
5.945927983;4.251440404;3.348981677;3.102923731;0
5.503248234;4.282611091;3.076583348;3.116339536;0
6.807314224;4.015899249;3.645419073;4.136397416;0
6.583415793;4.634793251;3.281629865;3.463401484;0
5.169865344;4.141056153;2.983350715;3.076004939;0
5.333580218;4.503444761;2.898703742;3.346491819;0
6.440885621;4.122628994;3.366848298;3.455969177;0
6.131042083;4.292073196;3.167200272;3.399084837;0
6.693495547;4.128206648;3.348268709;3.775349297;0
6.619934715;4.062099207;3.4602964;3.647687829;0
5.889675525;4.69854488;3.308679063;3.391928901;0
5.66039078;4.190202036;3.088365365;4.127151902;0
5.779412866;3.945456115;3.04296751;3.159816169;0
6.049247435;4.746256567;3.321155121;3.208751969;0
5.72897754;3.531921186;3.112915374;3.450927415;0
5.777662043;3.831770476;3.072325174;3.024039378;0
6.296961082;4.280795643;3.213520571;3.551388395;0
6.740575447;3.653389615;3.450741895;3.392697439;0
6.5678313;4.491033279;3.34904929;3.684373008;0
6.806552659;4.458831368;3.640111715;4.157737049;0
5.903850651;4.184722429;3.289220124;3.63699037;0
5.534629027;4.325426111;3.11550658;3.285727351;0
5.170334168;4.419676464;3.046146078;3.22252533;0
5.925537684;4.337768779;3.196712634;3.446682143;0
5.825788657;4.46641183;3.072100429;3.165984415;0
6.516211512;4.481570446;3.532185165;3.713659905;0
5.54273244;3.851540879;2.99560526;2.981738345;0
5.761534814;4.000023384;3.182991236;3.183909384;0
6.692757375;4.830216487;3.75808425;4.232622255;0
5.921472736;4.183507942;3.318003076;3.198659606;0
5.532222116;3.815428962;3.048694316;3.152008096;0
5.960483983;4.741245079;3.163000991;3.553236437;0
6.367635537;3.981352756;3.240644976;3.454951114;0
5.754369176;5.069198055;3.148179596;3.648161983;0
5.89094388;4.287152524;3.267557007;3.355624846;0
6.365952618;4.386516151;3.428406897;3.492365187;0
6.464226495;4.279701755;3.478211349;3.649116131;0
6.724134336;4.198634477;3.509350161;3.931476477;0
5.748686717;3.911177479;3.186180692;3.106462818;0
5.570624305;4.087054342;3.095312677;3.105403339;0
6.310236487;4.579473449;3.552581505;3.449497001;0
5.011168638;3.909578279;2.82526676;2.809420758;0
6.107091581;3.781075113;3.165337664;3.529550212;0
5.313623874;3.921797197;2.942067247;2.930732169;0
5.966807734;4.498632788;3.174754124;3.474123666;0
6.720843282;4.02107254;3.513400536;3.958242106;0
6.580500343;4.64675286;3.265293976;3.981637443;0
6.119970021;3.744677462;3.316040461;3.469259049;0
5.348863502;4.116126783;2.897009059;3.263422305;0
6.729983158;4.503838543;3.542851587;3.806322786;0
5.339543391;4.042528051;2.904804506;3.075991229;0
6.519129262;3.974355594;3.34696447;3.778789922;0
5.819790245;4.458598784;3.084897493;3.346348066;0
6.298087538;4.533582651;3.309798883;3.45963988;0
6.835825775;4.252787947;3.318539914;4.542711153;0
6.179056244;3.764340456;3.142036175;3.403733766;0
6.391289792;4.438215518;3.474298218;3.241817212;0
5.919509217;3.765467347;3.060206541;3.435051763;0
6.449434038;3.841246844;3.195728297;3.369799266;0
6.609504051;4.91508449;3.389284049;3.907656484;0
5.803501357;3.623588693;3.125387749;3.308583921;0
5.97015323;4.2122633;3.250022829;3.45831479;0
6.109642523;4.427374432;3.368572581;3.434614537;0
5.804695924;4.276253355;3.277514153;3.50828679;0
5.49101374;3.551542073;3.057914271;3.085333979;0
5.92215128;4.238116915;3.203260365;3.248748763;0
5.878116834;3.877388359;3.217948307;3.278155978;0
5.5439026;3.795550895;2.875213726;2.95026081;0
6.533119845;4.402615505;3.769711503;3.665232501;0
5.473634244;3.92135845;3.061267166;2.964019623;0
6.477643229;4.2864374;3.462941325;3.18734596;0
6.39360459;4.663607239;3.740665648;4.530363429;0
5.975438971;3.848493631;2.988253952;3.349852939;0
6.113706724;3.799893384;3.17697138;3.336488463;0
5.735605406;4.601501145;3.21333026;3.417838412;0
5.756429208;3.997165588;3.223417694;3.461345846;0
5.836116114;4.238467562;3.123285708;3.362073672;0
6.307517231;3.917535643;3.52505171;3.539842912;0
5.292899223;4.040223529;3.079447919;3.148126114;0
6.401989459;3.942673512;3.420227264;3.499152856;0
6.761889572;4.819169926;3.532055184;3.608323108;0
7.438606643;4.534281266;3.92757069;4.203962552;0
6.287948104;4.279392099;3.344534478;3.896415048;0
6.439892201;3.982171726;3.517291805;3.51706676;0
6.063598065;4.363243777;3.370424106;3.670061295;0
6.598253664;4.041659248;3.415818783;3.429416955;0
6.323197739;4.620471932;3.211088012;3.354824638;0
7.07087801;4.845033645;3.862022654;4.132564019;0
5.287443184;3.981506427;2.981515499;3.086990722;0
6.755372245;4.318986567;3.564804014;3.422165347;0
6.286110562;4.39168496;3.51531115;4.548441115;0
6.185693137;3.440168411;3.265843354;3.403370803;0
5.879508205;3.901310496;3.177810531;3.137053189;0
6.221303594;4.722911589;3.314920059;3.602622913;0
6.149801265;3.736379246;3.361014376;3.297892087;0
6.203304477;4.579434902;3.339189819;3.66434353;0
5.771537031;3.855517674;3.453287816;3.711105755;0
6.586628661;4.756461095;3.553401103;3.681367363;0
7.463842265;4.830551316;3.879369008;4.035348434;0
6.759321044;4.19075603;3.420565636;4.104407379;0
7.210749265;3.949350093;3.508131003;3.97264953;0
7.155306037;4.662769665;3.680534858;3.854231511;0
6.423341271;4.277759635;3.374691551;3.588094846;0
5.270399058;4.167234831;2.996311296;3.317550895;0
5.841422176;3.630247483;3.22744701;3.484663757;0
5.320615405;4.254333036;3.123192241;3.103652426;0
5.883163057;3.894649305;3.215750691;3.157679679;0
6.657260343;4.250005587;3.700981714;4.346290193;0
5.855252512;4.312699167;3.086469022;3.377493458;0
5.698258871;4.047174481;3.325266761;3.410506097;0
6.399200368;4.344417083;3.451771918;3.643720473;0
5.933631811;4.262282801;3.256507196;3.284220489;0
5.688189165;4.063150614;3.098321589;3.176128772;0
6.414968971;3.934487327;3.610389012;3.818457285;0
6.366285062;4.834386249;3.486983795;3.689657285;0
5.538383964;4.469559005;3.212709969;3.280820714;0
6.537633279;4.305723414;3.52633649;4.597982657;0
6.595939302;4.215139693;3.486286171;3.661103588;0
5.20609829;4.150615866;3.197929265;3.190383128;0
6.984142308;4.082851617;3.85088462;3.788882106;0
5.480749355;4.103433369;3.131320499;3.240354417;0
5.699719005;3.913401807;3.174484122;3.403337976;0
6.094729294;3.625733608;3.387103881;3.523742038;0
6.820210262;4.435982623;3.551694995;3.543975988;0
6.407268621;4.026941291;3.566994847;3.774035225;0
6.047771764;4.361364437;3.491291398;4.375337395;0
6.424430363;4.195488906;3.472178778;3.559026969;0
7.262013338;5.036855987;3.904160551;3.913678796;0
6.784047809;4.192637397;3.666088608;3.563436762;0
5.727967059;3.984450021;3.097469151;3.24552652;0
6.395647808;3.858868236;3.608624046;3.616772772;0
5.619230607;3.940899232;3.195083826;3.301302392;0
6.099248527;3.847589865;3.37798953;3.384157162;0
6.220804276;4.302868502;3.359593627;4.246769566;0
5.962249305;3.624363918;3.356322266;3.475538007;0
6.075061065;4.154276105;3.414097675;3.252028398;0
6.439716163;4.495433978;3.456969082;3.65004676;0
5.766217805;3.806269626;3.312099224;3.28527793;0
6.061645245;4.600456598;3.188392411;3.48295777;0
6.30254286;4.235036209;3.508578272;3.904326266;0
6.160894071;4.069453956;3.399962854;3.580429438;0
6.377315142;4.022214468;3.477402411;3.506686254;0
6.059876305;4.40217141;3.36012392;4.031360469;0
6.592617679;3.986669054;3.631649427;4.019848445;0
6.810748149;4.178148095;3.816922511;3.722277465;0
5.555812794;4.252548354;3.317645618;3.377003896;0
5.551394894;3.913387442;3.149627157;3.294770179;0
6.422173353;3.825835446;3.582739587;3.66067492;0
5.910560884;4.58382087;3.279448412;3.48504409;0
6.526660893;4.422528457;3.363051932;3.410089139;0
7.047274567;4.242582637;3.731875949;4.29249177;0
6.058925814;4.228444549;3.141912485;3.44058725;0
5.685594367;3.746694053;3.338379918;3.366209946;0
6.573206827;4.70325651;3.681201913;3.795532367;0
6.768634023;4.465511066;3.585489758;3.777187313;0
6.190309176;4.331893556;3.41328739;3.420058917;0
6.33625653;4.160580142;3.560154886;3.57798236;0
6.592393052;4.434854936;3.430714759;3.552957391;0
6.705253011;4.742026708;3.807154125;3.555854002;0
6.126737444;4.113892452;3.496257698;4.153760128;0
6.382857793;3.549494015;3.419453203;3.575271044;0
5.961245208;4.196491488;3.455364443;3.326692264;0
6.784245699;3.809592767;3.589963092;3.662824927;0
5.837989371;3.758783564;3.230383313;3.283873915;0
5.915013001;4.384351497;3.212775691;3.390831732;0
5.862097233;3.830498983;3.391045216;3.385007306;0
6.723698403;4.326811337;3.488246037;3.475610598;0
7.05087036;4.664135599;3.792080918;4.253558387;0
6.092057135;4.035028849;3.368886453;3.998414419;0
6.392320016;4.143579577;3.568347921;3.783575984;0
6.646496407;4.392086165;3.801686562;3.63407613;0
7.116841947;4.509428464;3.850575809;3.604635892;0
5.975375672;4.040576874;3.192400169;3.262316298;0
7.226361235;4.448511878;3.993801122;4.038173074;0
5.821934692;4.162447792;3.177695607;3.426523733;0
6.699743849;4.005989394;3.701526941;3.408490646;0
6.624254637;4.832515902;3.731750023;4.678523938;0
6.070770364;3.669861012;3.210674571;3.388682685;0
6.02896438;3.916874241;3.27449112;3.41087398;0
5.732031988;4.272606878;3.188955333;3.657453405;0
6.805405442;4.018899628;3.475903376;3.57504351;0
5.54380634;4.208526105;3.057280725;3.443208597;0
6.446595034;4.022262464;3.643529347;3.888412733;0
5.858485493;4.228336791;3.335149636;3.508410126;0
6.157661603;4.748985276;3.446687016;3.559896177;0
6.461865147;4.336407782;3.489733332;4.206352599;0
6.922506386;4.381312561;3.54904058;3.679855175;0
6.748340064;3.887007013;3.726859633;3.829197502;0
7.050881923;3.949227643;3.707911717;3.949681869;0
6.999632593;4.232586651;3.883842435;4.038779284;0
8.038232555;4.598747613;4.061036861;4.556039323;0
7.025261115;4.215908748;3.864492067;4.231772801;0
6.587842718;4.285535346;3.718678648;3.922513481;0
5.75711321;3.938383909;3.47263659;3.731347617;0
6.509483366;4.534990507;3.720404159;4.011390331;0
7.01678051;4.129199306;3.719896727;4.117449652;0
6.623575392;4.484431488;3.78704064;3.767323488;0
6.509988252;4.018057729;3.589428112;3.92236159;0
6.619766302;4.37576642;3.932140716;4.244389788;0
6.58228894;4.46099176;3.558295077;3.898347558;0
7.187252988;4.40892281;3.958650901;4.246660437;0
6.940829632;4.200882132;3.814321669;3.780124685;0
6.252447834;4.165608278;3.650212252;3.761788621;0
6.487056199;4.167636883;3.516408356;3.702668566;0
7.308040126;4.297099103;3.995694578;4.212908251;0
7.35049313;4.099555646;3.903167798;4.055922661;0
6.59898982;4.043480842;3.714534935;3.706017274;0
7.06907604;4.164462046;4.00166895;4.278124048;0
6.599731329;4.153728087;3.733201586;4.071977344;0
6.887537057;4.03313052;3.680296763;3.542924836;0
7.231750287;4.123107288;4.017332095;4.216741189;0
6.482169761;4.592195936;3.716760698;4.006010704;0
5.720070418;3.913607054;3.325053479;3.559294711;0
6.499554308;3.717875897;3.744481133;3.74846156;0
6.948519754;4.617905295;3.76427718;4.034299364;0
8.012529969;4.433557712;4.353714006;4.665231482;0
6.614549213;4.21746157;3.550335523;4.246136303;0
7.505799577;4.724540683;4.270607678;4.633742579;0
7.725604594;4.473595482;4.066778746;3.781679654;0
5.993274318;3.919101618;3.597980227;4.015005954;0
6.675787796;4.354088613;3.708546009;3.908002482;0
6.917096542;4.192562194;4.14515661;4.13533901;0
6.720815879;3.894183363;3.687292894;3.86978426;0
6.918258546;4.330128681;3.963777116;4.016931614;0
7.015388172;4.378746479;4.116184128;4.470991086;0
6.007084279;3.832915174;3.432223263;3.777060389;0
6.786345555;4.446483336;3.742236378;3.92961509;0
7.177467756;4.45505503;3.97022495;4.04257003;0
6.947022172;4.224709418;3.83064337;3.931427554;0
6.235822038;4.377046364;3.412435242;3.716613306;0
7.279870975;4.390981105;3.891505375;4.181884162;0
7.246364288;4.395938812;3.872908314;4.027675769;0
6.345035297;4.577923198;3.878352284;3.96380603;0
6.843979595;4.511888946;3.756409798;4.500130534;0
7.332342039;4.15922467;3.879796092;4.33437603;0
7.382909655;4.659437428;4.058276411;3.872381916;0
6.795341895;4.186120131;3.889495574;4.124420108;0
6.671631217;4.248875303;3.65088818;3.888409404;0
7.554689289;4.000018653;3.986213404;4.192400005;0
6.419665486;4.367263397;3.678434291;3.852189673;0
7.426585029;3.961791623;3.958136614;4.187956368;0
6.805012673;4.267718092;4.049936077;4.433792097;0
6.477114881;4.49629753;3.648509979;4.079347937;0
7.181446534;4.530043424;3.990065591;4.253399951;0
7.144098554;4.288337379;3.957722111;4.066888209;0
7.662672915;4.435394899;4.123450657;4.559563621;0
7.178468349;4.265947841;3.78334796;3.851958944;0
7.573832442;4.668418303;4.284889661;4.18112433;0
7.389075764;4.31264484;3.828550374;4.081777649;0
7.778437561;4.358087544;4.090815018;4.198309178;0
6.874966466;4.408511937;3.894722325;4.740556674;0
7.016409195;4.810549526;3.955539107;4.044237471;0
7.2209528;4.258588453;3.781292704;3.776468153;0
6.895975068;3.937892392;3.968943471;4.113041097;0
6.950345186;4.427623151;3.739821345;3.822565288;0
6.56022594;4.375782373;3.641278837;3.865831759;0
6.285991277;4.062539032;3.693184114;3.816511683;0
7.51709251;4.212091563;3.943068349;4.172398498;0
7.105110703;4.219316934;3.989114979;4.0882252;0
6.645364339;4.063496276;3.887624577;4.096145258;0
7.038742879;4.279989082;3.991876985;4.308364197;0
6.448720571;4.748773319;3.848944466;3.974796617;0
6.707491989;3.938382052;3.698822755;3.718028706;0
7.380982982;4.406912326;4.064533779;4.199322523;0
6.822009194;4.583427573;4.079987049;4.296153655;0
6.637649257;4.353226278;3.616352818;3.736832963;0
6.874241993;3.893148844;3.850017233;3.948254435;0
7.803622557;4.849440826;4.240282898;4.568815898;0
6.93411125;3.993690054;3.676135302;4.191871248;0
6.322708274;4.153304945;3.688110375;3.772824429;0
6.850870946;4.535160543;3.778333706;3.936361958;0
7.976879985;4.62306704;4.251672183;4.430988484;0
6.240760469;4.051989171;3.398860745;3.755964809;0
6.497794493;4.032666695;3.804370347;3.852376593;0
7.387279942;4.082639719;3.958316753;4.1080271;0
7.038673231;4.222292866;4.034874973;4.156543928;0
7.316986361;4.547318442;4.048050549;4.195314796;0
6.443107111;3.913698017;3.748230859;3.978989729;0
7.295156216;4.508034188;3.991107626;3.954654954;0
8.033970876;4.658974247;4.277289174;4.363907184;0
6.43102106;4.278235307;3.70077661;4.057883113;0
7.391337284;4.010683852;4.134234155;4.383219092;0
6.31111471;4.258793424;3.7135835;3.874939515;0
7.345376665;4.072382148;3.848672689;4.43552755;0
7.636949262;4.509390154;4.268493912;4.758893176;0
7.148232018;4.479266189;3.690676977;4.136391549;0
7.143734687;4.163235516;3.950486679;4.223413884;0
6.975812644;4.407260387;3.847888704;3.812081026;0
7.106394059;4.180537426;3.851030428;4.149787626;0
7.314829838;4.293973633;3.88649358;4.059155473;0
6.732224317;4.295297764;3.913890045;4.372638796;0
7.566789809;4.369531927;3.969244945;4.257481902;0
6.948487208;4.852430722;4.124970815;4.013244246;0
7.468546035;4.566764442;4.30400643;4.383424813;0
7.657340351;4.453007378;4.405525446;4.964256602;0
7.050509989;4.510846127;3.974321319;4.513525448;0
8.085753871;4.776273546;4.291490302;4.410802637;0
6.986564671;4.149222171;3.994356895;4.508425966;0
7.327540059;4.746886367;4.152242981;4.536182836;0
7.855899907;4.667866379;4.242624048;4.666361121;0
7.070345347;4.083251946;3.848611821;4.085721822;0
8.709037823;4.634690245;4.32308254;4.675560987;0
7.60144994;4.300980879;4.43153558;4.717752511;0
8.997598392;4.917463905;4.591393586;5.108305093;0
7.664799381;4.600904499;4.315340678;4.691901948;0
8.013029626;4.933096528;4.368560073;4.532237248;0
7.396283896;4.395022969;4.002093962;4.603160552;0
7.030181786;4.770086381;4.018845138;4.222925074;0
6.708380016;4.279293224;4.0114139;4.207552973;0
7.507335617;4.409174038;3.871975479;4.578390989;0
7.562639469;4.216419981;4.047996504;4.54164346;0
7.067754381;4.54973476;4.152668958;4.730525716;0
7.492389504;4.050151796;3.943427476;4.635380492;0
7.811435764;4.665284008;4.07997756;4.20330316;0
8.496616395;5.237377969;4.681758165;4.703716286;0
7.699584975;4.426185658;4.223728885;4.733593905;0
7.364617609;4.704717087;4.218862626;4.419360622;0
6.996603056;4.211544512;4.036817268;4.093074704;0
8.065783043;4.706624307;4.383303887;4.753050555;0
7.366721393;4.444223656;4.27515405;4.32337611;0
8.345104136;4.731283859;4.43816466;5.300058089;0
6.354761711;4.260716161;3.900712516;4.378960813;0
8.10936315;4.456872151;4.431113497;4.097809587;0
7.323118927;4.655354442;4.191974058;4.687546676;0
6.632935103;5.140356883;4.038278034;4.162751345;0
6.695213952;3.881469416;3.994603329;4.141193565;0
7.165730179;4.391415214;3.998965129;3.971073525;0
9.513832156;4.75834808;4.553919648;5.205148414;0
7.04652261;4.298392882;4.023900464;4.811090691;0
7.77035661;4.385665943;4.07153623;4.75610894;0
7.460946794;4.790476018;4.019131157;4.482607647;0
7.733522486;4.970544366;4.255115787;4.465397026;0
7.661441207;4.78908969;4.211504637;4.69532454;0
8.29264369;4.84164612;4.520975953;4.991277154;0
7.532337604;4.469871674;4.332535003;4.642962321;0
7.197132566;4.708679769;3.903268728;4.24561042;0
7.53912234;4.553795904;4.268445099;4.323076417;0
7.721237379;4.535330691;4.253162845;5.563389087;0
6.801791274;3.6369275;3.697371917;4.186799171;0
7.274910455;4.649994755;4.025861864;4.069342392;0
8.458185039;4.128365981;4.401846527;4.605468508;0
7.469666467;4.201976555;4.103937158;4.472514052;0
7.285373429;4.729656443;4.230075379;4.298677246;0
6.305363648;3.985532406;3.674848734;3.917038133;0
8.41506543;4.717305678;4.534305238;4.999173582;0
7.405731896;4.860147388;4.320864629;4.580588377;0
7.576395304;4.761677808;4.213987458;4.895572596;0
8.003077627;4.674814568;4.150328485;4.973209899;0
7.705862717;4.890135661;4.123969478;4.334042479;0
6.47986271;4.139819353;3.731202814;4.238958618;0
6.955850816;4.294694569;3.920143054;4.034702831;0
7.221683509;4.160723298;4.021741085;4.425668359;0
6.603427818;4.665401946;3.871387444;3.925515234;0
6.916934109;3.848254283;4.104783188;4.548397023;0
7.825329585;4.565750024;4.468432325;5.16252692;0
7.296847026;4.880485993;4.176532847;4.589921575;0
7.652462725;4.293880388;4.338309958;4.66115833;0
7.97196712;4.873415716;4.333747456;4.308666168;0
8.236126295;4.590422807;4.356892277;4.598091049;0
7.092045062;4.409506938;4.295804252;4.157021488;0
7.379092874;4.176250178;4.162461835;4.156837761;0
8.440504269;4.753147421;4.487351131;4.659311231;0
7.249674319;4.437790006;4.211992926;4.299110544;0
7.821175521;4.676805244;4.446227891;5.149830041;0
7.852132753;5.001060676;4.327124548;4.567379274;0
7.660880025;4.549220432;4.112603665;4.244138637;0
7.212823382;4.331779947;4.106287467;4.467354895;0
6.491319027;4.447251579;3.727085301;3.864420291;0
8.459021758;4.215590151;4.407760804;5.213887608;0
7.08993417;4.013674348;3.75959431;4.049259748;0
8.012451221;4.587716236;4.116757823;4.496287896;0
7.614928436;4.827967157;4.342542464;4.946410562;0
7.670438471;4.77605519;4.146962004;4.764211544;0
7.965005889;4.844204879;4.446052732;4.692680686;0
7.772779675;5.146752879;4.378682991;4.65185884;0
7.299284778;4.545179287;3.97452777;4.808647823;0
8.867887796;4.462926446;4.348864003;5.004033389;0
7.36765142;4.233034272;4.21282604;4.473917512;0
7.281160079;4.369795767;3.833696776;4.177526259;0
6.833822813;3.723213567;3.830865218;3.982406463;0
7.074764212;4.37816825;4.141145881;4.396569622;0
6.870849474;3.76848217;3.916533965;4.267478194;0
7.389356534;4.095409343;4.02230774;4.027181458;0
7.548173621;4.766583178;4.305059897;4.448700806;0
7.138547722;3.912096678;4.139714406;4.543142788;0
7.657714537;4.875144011;4.251508118;4.596177507;0
7.432315273;4.394327877;4.152831893;4.14291394;0
9.370046536;4.659604618;4.580141306;5.085679044;0
7.655447842;4.32390654;4.176444664;4.534736607;0
8.021197731;4.490849679;4.148739588;5.093746672;0
7.492255016;4.477950319;4.00145139;4.559141637;0
7.33979362;4.79365483;4.256482075;4.374663168;0
7.335135836;4.453348916;4.142398089;4.410331544;0
7.169454068;4.31740607;4.222781806;4.6797398;0
8.550967021;4.35440613;4.164895135;4.741776169;0
8.617426994;4.322921595;4.504739982;5.288084656;0
6.84028466;4.08406922;4.081520694;4.40572441;0
7.675948163;4.005814341;4.122568814;4.650051928;0
6.867414915;3.939177311;3.906009778;4.195151853;0
6.481724754;4.761307652;4.076610991;4.459131472;0
7.204849867;4.190475992;4.308897471;4.5664645;0
8.121581272;4.691705564;4.521679459;4.987741878;0
6.3357972;4.175972412;3.814221549;4.183313732;0
8.040993569;4.630078633;4.453202601;4.717725597;0
7.340673387;4.511895902;4.293247172;4.494610729;0
7.510863484;4.448171931;4.104267736;5.336565243;0
6.995882706;4.185141499;4.058383395;4.550942248;0
6.508889906;4.415783771;4.138744655;4.40321071;0
7.387885974;4.39913236;4.267886057;4.47289919;0
7.228089431;4.738527902;4.217123996;4.702589802;0
7.342620047;4.067096138;4.307301276;4.412254786;0
6.882207777;3.868837824;4.092480917;4.478332968;0
7.805385174;5.108485299;4.485213427;5.070180839;0
6.949244903;4.013818026;4.387812493;4.745790781;0
8.135379024;4.594431022;4.425605591;5.008080055;0
7.076074539;4.310722519;4.09178027;4.597069696;0
7.283951782;4.861540721;4.308617869;4.462650112;0
7.289468659;4.420299805;4.171399075;4.376911778;0
8.335542178;4.782640387;4.356474281;5.053615302;0
6.518139487;4.07252256;3.956845566;4.114683849;0
8.356941679;4.773774961;4.450030823;5.060309785;0
7.330980018;4.390083188;4.278061449;4.706692707;0
8.648326537;4.715687026;4.517622406;5.870173878;0
7.698687292;4.080673466;4.105465629;4.922818329;0
7.434212689;4.705758617;4.157506161;4.747201762;0
7.924551359;4.851710174;4.306723873;4.558636645;0
8.319612922;4.767509249;4.595790908;5.026930621;0
7.970002468;4.80250235;4.50783102;5.094858689;0
6.851722351;4.018273649;4.01987035;4.405156203;0
8.465100183;5.136763395;4.557003707;5.129084964;0
7.379915048;4.760307819;4.512547975;5.071306941;0
7.533697949;4.679983555;4.260294894;5.140643104;0
7.454584257;4.279260265;4.06036372;4.843304852;0
6.858714841;4.231055785;4.10552911;4.305759711;0
7.404676359;4.486877411;4.170523304;4.83248362;0
7.447298105;3.921499078;4.09790795;4.691370439;0
