a1;load;failure
5.975375672;20;0
7.226361235;20;0
5.821934692;20;0
6.699743849;20;0
6.624254637;20;0
6.070770364;20;0
6.02896438;20;0
5.732031988;20;0
6.805405442;20;0
5.54380634;20;0
6.446595034;20;0
5.858485493;20;0
6.157661603;20;0
6.461865147;20;0
6.922506386;20;0
6.748340064;30;0
7.050881923;30;0
6.999632593;30;0
8.038232555;30;0
7.025261115;30;0
6.587842718;30;0
5.75711321;30;0
6.509483366;30;0
7.01678051;30;0
6.623575392;30;0
6.509988252;30;0
6.619766302;30;0
6.58228894;30;0
7.187252988;30;0
6.940829632;30;0
6.252447834;30;0
6.487056199;30;0
7.308040126;30;0
7.35049313;30;0
6.59898982;30;0
7.06907604;30;0
6.599731329;30;0
6.887537057;30;0
7.231750287;30;0
6.482169761;30;0
5.720070418;30;0
6.499554308;30;0
6.948519754;30;0
8.012529969;30;0
6.614549213;30;0
7.505799577;30;0
7.725604594;30;0
5.993274318;30;0
6.675787796;30;0
6.917096542;30;0
6.720815879;30;0
6.918258546;30;0
7.015388172;30;0
6.007084279;30;0
6.786345555;30;0
7.177467756;30;0
6.947022172;30;0
6.235822038;30;0
7.279870975;30;0
7.246364288;30;0
6.345035297;30;0
6.843979595;30;0
7.332342039;30;0
7.382909655;30;0
6.795341895;30;0
6.671631217;30;0
7.554689289;30;0
6.419665486;30;0
7.426585029;30;0
6.805012673;30;0
6.477114881;30;0
7.181446534;30;0
7.144098554;30;0
7.662672915;30;0
7.178468349;30;0
7.573832442;30;0
7.389075764;30;0
7.778437561;30;0
6.874966466;30;0
7.016409195;30;0
7.2209528;30;0
6.895975068;30;0
6.950345186;30;0
6.56022594;30;0
6.285991277;30;0
7.51709251;30;0
7.105110703;30;0
6.645364339;30;0
7.038742879;30;0
6.448720571;30;0
6.707491989;30;0
7.380982982;30;0
6.822009194;30;0
6.637649257;30;0
6.874241993;30;0
7.803622557;30;0
6.93411125;30;0
6.322708274;30;0
6.850870946;30;0
7.976879985;30;0
6.240760469;30;0
6.497794493;30;0
7.387279942;30;0
7.038673231;30;0
7.316986361;30;0
6.443107111;30;0
7.295156216;30;0
8.033970876;30;0
6.43102106;30;0
7.391337284;30;0
6.31111471;30;0
7.345376665;30;0
7.636949262;30;0
7.148232018;30;0
7.143734687;30;0
6.975812644;30;0
7.106394059;30;0
7.314829838;30;0
6.732224317;30;0
7.566789809;30;0
6.948487208;30;0
7.468546035;40;0
7.657340351;40;0
7.050509989;40;0
8.085753871;40;0
6.986564671;40;0
7.327540059;40;0
7.855899907;40;0
7.070345347;40;0
8.709037823;40;0
7.60144994;40;0
8.997598392;40;0
7.664799381;40;0
8.013029626;40;0
7.396283896;40;0
7.030181786;40;0
6.708380016;40;0
7.507335617;40;0
7.562639469;40;0
7.067754381;40;0
7.492389504;40;0
7.811435764;40;0
8.496616395;40;0
7.699584975;40;0
7.364617609;40;0
6.996603056;40;0
8.065783043;40;0
7.366721393;40;0
8.345104136;40;0
6.354761711;40;0
8.10936315;40;0
7.323118927;40;0
6.632935103;40;0
6.695213952;40;0
7.165730179;40;0
9.513832156;40;0
7.04652261;40;0
7.77035661;40;0
7.460946794;40;0
7.733522486;40;0
7.661441207;40;0
8.29264369;40;0
7.532337604;40;0
7.197132566;40;0
7.53912234;40;0
7.721237379;40;0
6.801791274;40;0
7.274910455;40;0
8.458185039;40;0
7.469666467;40;0
7.285373429;40;0
6.305363648;40;0
8.41506543;40;0
7.405731896;40;0
7.576395304;40;0
8.003077627;40;0
7.705862717;40;0
6.47986271;40;0
6.955850816;40;0
7.221683509;40;0
6.603427818;40;0
6.916934109;40;0
7.825329585;40;0
7.296847026;40;0
7.652462725;40;0
7.97196712;40;0
8.236126295;40;0
7.092045062;40;0
7.379092874;40;0
8.440504269;40;0
7.249674319;40;0
7.821175521;40;0
7.852132753;40;0
7.660880025;40;0
7.212823382;40;0
6.491319027;40;0
8.459021758;40;0
7.08993417;40;0
8.012451221;40;0
7.614928436;40;0
7.670438471;40;0
7.965005889;40;0
7.772779675;40;0
7.299284778;40;0
8.867887796;40;0
7.36765142;40;0
7.281160079;40;0
6.833822813;40;0
7.074764212;40;0
6.870849474;40;0
7.389356534;40;0
7.548173621;40;0
7.138547722;40;0
7.657714537;40;0
7.432315273;40;0
9.370046536;40;0
7.655447842;40;0
8.021197731;40;0
7.492255016;40;0
7.33979362;40;0
7.335135836;40;0
7.169454068;50;0
8.550967021;50;0
8.617426994;50;0
6.84028466;50;0
7.675948163;50;0
6.867414915;50;0
6.481724754;50;0
7.204849867;50;0
8.121581272;50;0
6.3357972;50;0
8.040993569;50;0
7.340673387;50;0
7.510863484;50;0
6.995882706;50;0
6.508889906;50;0
7.387885974;50;0
7.228089431;50;0
7.342620047;50;0
6.882207777;50;0
7.805385174;50;0
6.949244903;50;0
8.135379024;50;0
7.076074539;50;0
7.283951782;50;0
7.289468659;50;0
8.335542178;50;0
6.518139487;50;0
8.356941679;50;0
7.330980018;50;0
8.648326537;50;0
7.698687292;50;0
7.434212689;50;0
7.924551359;50;0
8.319612922;50;0
7.970002468;50;0
6.851722351;50;0
8.465100183;50;0
7.379915048;50;0
7.533697949;50;0
7.454584257;50;0
6.858714841;50;0
7.404676359;50;0
7.447298105;50;0
6.708915826;50;0
6.228808781;50;0
7.292646486;50;0
7.677509452;50;0
6.594137527;50;0
6.458393562;50;0
6.74743731;50;0
7.310960146;50;0
8.584244623;50;0
6.817620172;50;0
7.564185603;50;0
7.45883751;50;0
7.341821338;50;0
6.892783034;50;0
6.611893572;50;0
6.948658306;50;0
7.595674808;50;0
7.967314121;50;0
6.631569038;50;0
8.312327507;50;0
7.971545271;50;0
8.394303967;50;0
7.177950729;50;0
7.336241864;50;0
7.290988304;50;0
7.630867034;50;0
7.17243052;50;0
7.261284382;50;0
7.715064461;50;0
6.843976982;50;0
7.853794614;50;0
7.090727204;50;0
7.817114392;50;0
7.78667545;50;0
7.723001014;50;0
6.387680606;50;0
9.011388375;50;0
8.537862913;50;0
8.263676056;50;0
7.016776076;50;0
7.125339955;50;0
7.188146209;50;0
7.57310996;50;0
7.817996819;50;0
6.649069572;50;0
8.637171265;50;0
7.122848021;50;0
8.235780796;50;0
7.095256233;50;0
6.705571561;50;0
7.234882029;50;0
8.046296746;50;0
7.627094887;50;0
7.71111557;50;0
6.993593979;50;0
8.30249037;50;0
7.609647951;50;0
6.854528987;50;0
7.254608115;50;0
7.816716987;50;0
8.921731269;50;0
7.363583269;50;0
8.96587445;50;0
7.939087586;50;0
8.25604875;50;0
7.826610696;50;0
7.325783382;50;0
8.17869226;60;0
7.137177117;60;0
7.522601774;60;0
7.667969263;60;0
8.057734231;60;0
7.349476978;60;0
8.409756115;60;0
8.689113047;60;0
8.975675064;60;0
7.87105846;60;0
7.334872598;60;0
8.833504943;60;0
8.888875918;60;0
7.606479511;60;0
6.677218831;60;0
8.130957945;60;0
7.142834322;60;0
7.569954124;60;0
7.305891936;60;0
7.619246006;60;0
7.807352044;60;0
7.699065208;60;0
7.813534916;60;0
9.596738639;60;0
8.701746294;60;0
9.310183445;60;0
7.703474187;60;0
7.699464114;60;0
7.082917515;60;0
7.998759306;60;0
8.784760574;60;0
7.575993355;60;0
8.844590055;60;0
7.841469596;60;0
8.115557676;60;0
8.717952008;60;0
7.960789147;60;0
8.515629621;60;0
9.074516592;60;0
8.41148497;60;0
7.699787374;60;0
8.524158209;60;0
8.496176565;60;0
8.104898792;60;0
7.339390368;60;0
7.868233785;60;0
8.010052692;60;0
9.096645078;60;0
8.073295418;60;0
8.103403123;60;0
8.13085586;60;0
8.150064765;60;0
8.933477553;60;0
6.849636525;60;0
7.645378911;60;0
8.280036337;60;0
8.157874812;60;0
6.976299367;60;0
8.854924676;60;0
8.431665829;60;0
8.563081163;60;0
7.153652539;60;0
8.354094997;60;0
8.70659293;60;0
8.62547343;60;0
7.237258765;60;0
8.320532566;60;0
7.114593127;60;0
8.309101462;60;0
7.442401078;60;0
7.386873037;60;0
7.484166288;60;0
7.728796681;60;0
8.484298211;60;0
7.089016176;60;0
8.364123416;60;0
8.519455708;60;0
9.125341954;60;0
8.592584245;60;0
8.529231054;60;0
8.919961016;60;0
9.03496204;60;0
7.654188218;60;0
7.42274367;60;0
8.891047371;60;0
7.508921112;60;0
8.598446471;60;0
8.140619505;60;0
7.8543028;60;0
9.044764197;60;0
8.031206667;60;0
7.576858234;60;0
8.159986141;60;0
8.878555744;60;0
8.035900585;60;0
7.62243219;60;0
7.394492288;60;0
8.147187221;60;0
7.839919115;60;0
7.842164987;70;0
8.213439521;70;0
8.108856461;70;0
7.746159341;70;0
8.079101365;70;0
8.829743808;70;0
7.589997467;70;0
7.692526615;70;0
8.652322087;70;0
8.105828189;70;0
8.444354953;70;0
7.814858842;70;0
8.605118403;70;0
8.09241332;70;0
8.089712336;70;0
7.382235756;70;0
8.015353277;70;0
8.210566541;70;0
8.727617541;70;0
8.308628157;70;0
7.788973367;70;0
8.120789605;70;0
7.463450544;70;0
8.969601364;70;0
7.547356564;70;0
9.018380966;70;0
7.88071448;70;0
8.491968203;70;0
7.924302092;70;0
8.408876281;70;0
8.681704727;70;0
8.746266841;70;0
7.262244911;70;0
8.06430665;70;0
8.133867261;70;0
7.447194061;70;0
7.704053192;70;0
7.210652269;70;0
8.125298131;70;0
8.004860972;70;0
8.554084181;70;0
8.243157623;70;0
8.736184545;70;0
8.066853193;70;0
8.790971151;70;0
8.121069463;70;0
8.154459425;70;0
9.589518264;70;0
7.575576149;70;0
8.22252645;70;0
7.458031391;70;0
9.418250462;70;0
7.692817248;70;0
8.602441769;70;0
7.61308694;70;0
8.083136772;70;0
8.227914828;70;0
8.832487161;70;0
7.929472647;70;0
8.915438264;70;0
7.953771106;70;0
8.048000479;70;0
8.28639233;70;0
7.786044525;70;0
7.204455071;70;0
7.621124827;70;0
8.337213789;70;0
7.28701556;70;0
8.748749962;70;0
7.896121992;70;0
8.756486664;70;0
7.913073185;70;0
7.832683054;70;0
8.02773853;70;0
7.994180998;70;0
8.079595612;70;0
7.494765171;70;0
7.965066438;70;0
7.811318112;70;0
9.136077005;70;0
8.251734515;70;0
8.703386559;70;0
7.864670481;70;0
8.991060292;70;0
7.203210726;70;0
8.781136649;70;0
8.295048169;70;0
8.858549664;70;0
8.171323488;70;0
7.396868981;70;0
8.337330941;70;0
7.81831771;70;0
8.44446505;70;0
8.011188898;70;0
8.878724296;70;0
7.791685351;70;0
8.935758983;70;0
8.262277401;70;0
7.872769252;70;0
8.353062273;70;0
8.491239846;70;0
7.616421661;80;0
8.162445527;80;0
9.198633206;80;0
7.588395765;80;0
8.0560214;80;0
7.52772397;80;0
8.222616128;80;0
7.112514585;80;0
7.771311535;80;0
8.512526756;80;0
8.582389505;80;0
8.138890339;80;0
8.04714253;80;0
8.464787465;80;0
8.069557452;80;0
8.085029735;80;0
7.699941865;80;0
8.856421107;80;0
7.681288326;80;0
9.604407599;80;0
8.007635759;80;0
8.541511562;80;0
8.231345034;80;0
8.742750087;80;0
7.76263107;80;0
8.534419116;80;0
8.5580762;80;0
8.346164278;80;0
8.006387872;80;0
8.214504404;80;0
8.671382261;80;0
8.091332348;80;0
8.750807844;80;0
7.265281772;80;0
8.495552413;80;0
7.881696935;80;0
9.318317526;80;0
7.739489017;80;0
7.896335029;80;0
7.482585367;80;0
8.247355667;80;0
8.164276402;80;0
8.07851387;80;0
9.318448111;80;0
8.458184319;80;0
8.406625375;80;0
8.036049486;80;0
7.376820948;80;0
8.00009259;80;0
8.672110318;80;0
7.661775356;80;0
8.793822011;80;0
7.970429217;80;0
9.688316082;80;0
8.015240165;80;0
8.012774053;80;0
8.317723412;80;0
7.889747635;80;0
7.979299865;80;0
7.299073254;80;0
8.590076201;80;0
9.118358005;80;0
8.602203604;80;0
8.434348025;80;0
8.615184189;80;0
8.069730938;80;0
8.941522709;80;0
7.150483097;80;0
7.239719671;80;0
8.78444468;80;0
8.059632069;80;0
10.25992743;80;0
7.976328472;80;0
8.115277121;80;0
8.116622892;80;0
7.91080624;80;0
7.103094748;80;0
8.26373048;80;0
8.194834788;80;0
8.559093812;80;0
8.352972402;80;0
8.741619569;80;0
8.906470656;80;0
8.532137099;80;0
7.743127339;80;0
7.503208352;80;0
8.291316073;80;0
7.747938679;80;0
9.379290586;80;0
7.674914354;80;0
8.020245085;80;0
8.22568142;80;0
8.73406084;80;0
7.833932459;80;0
8.536501088;80;0
8.960624441;80;0
8.692122451;80;0
9.064785918;80;0
7.719053261;80;0
7.397137359;90;0
8.716351412;90;0
8.025768591;90;0
7.534316599;90;0
7.767989155;90;0
7.701589527;90;0
7.38383119;90;0
7.964227688;90;0
8.049150971;90;0
8.16886236;90;0
9.909501835;90;0
7.210766602;90;0
8.05201745;90;0
8.098841682;90;0
8.986085155;90;0
7.649144149;90;0
8.712974188;90;0
7.944374656;90;0
8.80587265;90;0
7.675176665;90;0
7.918974933;90;0
7.799122991;90;0
8.528308387;90;0
8.560898221;90;0
8.197522766;90;0
8.679171243;90;0
7.992418366;90;0
9.936013115;90;0
7.660115667;90;0
7.555705357;90;0
7.592378905;90;0
9.120179489;90;0
7.180481699;90;0
8.181161175;90;0
7.951285798;90;0
8.256721682;90;0
8.484708075;90;0
7.845912952;90;0
8.13029231;90;0
8.090288694;90;0
8.337383852;90;0
7.811103979;90;0
8.543495593;90;0
8.167383204;90;0
8.554925518;90;0
8.814594688;90;0
7.669934865;90;0
7.589379416;90;0
7.568455675;90;0
8.160797754;90;0
7.062178559;90;0
8.226530737;90;0
7.818453351;90;0
8.913368524;90;0
8.973547344;90;0
8.698251682;90;0
8.702168164;90;0
9.164069267;90;0
8.157126676;90;0
8.453191338;90;0
8.065702622;90;0
7.970686006;90;0
8.565029295;90;0
7.844432617;90;0
7.910084765;90;0
8.261244972;90;0
8.805307446;90;0
6.734395642;90;0
8.723985749;90;0
7.825780964;90;0
9.059972765;90;0
8.580661282;90;0
7.797544528;90;0
8.509456766;90;0
7.968182984;90;0
7.325443022;90;0
7.760535819;90;0
8.027330121;90;0
7.173665472;90;0
10.69951785;90;0
7.601422247;90;0
8.007675738;90;0
7.820400786;90;0
8.278393549;90;0
7.603440404;90;0
8.475787342;90;0
7.940715523;90;0
8.92185683;90;0
7.903730181;90;0
8.940600403;90;0
7.898635517;90;0
8.253924302;90;0
8.75081965;90;0
7.911500932;90;0
9.336768474;90;0
8.551794433;90;0
9.336131217;90;0
8.394407521;90;0
8.643731112;90;0
8.078308584;90;0
8.917603621;90;0
7.78566907;90;0
7.899959448;90;0
8.486207431;90;0
8.36323744;90;0
8.914783917;90;0
3.65687056;0;1
3.514451279;0;1
3.482452489;0;1
3.123445358;0;1
3.467990968;0;1
3.38430126;0;1
3.513783297;0;1
3.492980424;0;1
3.326238053;0;1
3.68095976;0;1
3.73231832;0;1
3.880773269;0;1
3.759156448;0;1
3.93003781;0;1
3.289134746;0;1
3.649431059;0;1
3.024851672;0;1
3.641017459;0;1
3.97984398;0;1
3.140731686;0;1
3.269779191;0;1
3.440290686;0;1
3.808362471;0;1
3.350442477;0;1
3.560172918;0;1
3.472581092;0;1
3.523579103;0;1
3.482352061;0;1
3.373973494;0;1
3.331405035;0;1
3.258465823;0;1
3.229210973;0;1
3.351229445;0;1
3.479024721;0;1
3.938702633;0;1
4.123691513;0;1
3.75168661;0;1
3.779517923;0;1
3.869817654;0;1
3.462473733;0;1
3.473682806;0;1
3.453571825;0;1
3.372559048;0;1
3.776250553;0;1
3.736428612;0;1
3.414875398;0;1
3.517706859;0;1
3.348507049;0;1
3.442304253;0;1
3.133970684;0;1
3.171510377;0;1
3.414302279;0;1
3.50528736;0;1
3.316944314;0;1
3.475341187;0;1
3.321684521;0;1
3.706213936;0;1
3.33860623;0;1
3.60532684;0;1
3.261798918;0;1
3.746500384;0;1
3.701117994;0;1
3.576514666;0;1
3.766636797;0;1
3.788973563;0;1
3.879103532;0;1
3.655063229;0;1
3.781171977;0;1
3.417955827;0;1
3.640837555;0;1
3.469189386;0;1
3.432472245;0;1
3.166614223;0;1
3.695103096;0;1
3.675139352;0;1
3.321740438;0;1
3.622048995;0;1
3.944260527;0;1
3.592365598;0;1
3.44797652;0;1
3.638644355;0;1
3.603511481;0;1
3.753420798;0;1
3.338041282;0;1
3.727757466;0;1
3.597203201;0;1
4.021271025;0;1
3.939293339;0;1
3.690585111;10;1
3.431511969;10;1
4.087284581;10;1
3.92739826;10;1
3.446370157;10;1
3.810545263;10;1
3.888330279;10;1
3.811042551;10;1
3.51696491;10;1
3.45068979;10;1
3.404523466;10;1
3.544364325;10;1
3.657365253;10;1
3.338379969;10;1
3.250648713;10;1
3.609339456;10;1
3.72370058;10;1
3.03107702;10;1
3.804931337;10;1
3.801502174;10;1
3.665937536;10;1
3.587810532;10;1
3.307392405;10;1
3.568112847;10;1
3.759289131;10;1
3.472727205;10;1
3.700553746;10;1
3.37162167;10;1
3.443880911;10;1
4.223232009;10;1
3.433054307;10;1
3.774054457;10;1
3.931117845;10;1
3.733508478;10;1
3.29682571;10;1
3.953327138;10;1
3.216732353;10;1
3.82016953;10;1
4.135412452;10;1
3.698059539;10;1
3.403825441;10;1
3.530502148;10;1
3.262600217;10;1
3.435155122;10;1
3.653680623;10;1
3.249298584;10;1
4.008712858;10;1
3.97418857;10;1
3.691550661;10;1
3.367363966;10;1
3.5498;10;1
3.403274371;10;1
3.612057258;10;1
3.497860324;10;1
3.452845515;10;1
3.7523235;10;1
3.869204515;10;1
3.868374438;10;1
3.80471177;10;1
3.739096263;10;1
3.421461467;10;1
4.093425102;10;1
3.292388019;10;1
3.70991507;10;1
3.934563136;10;1
3.379640514;10;1
3.299427115;10;1
3.53883076;10;1
3.346313702;10;1
3.645462857;10;1
3.504958989;10;1
3.701894619;10;1
3.987447445;10;1
3.60883642;10;1
3.432048586;10;1
3.511674769;10;1
3.601368998;10;1
3.325923932;10;1
3.837223044;10;1
3.75268736;10;1
4.003561537;10;1
3.757723009;10;1
3.420759112;10;1
3.81533131;10;1
3.732767014;10;1
3.77080012;10;1
3.604788552;10;1
3.701258479;10;1
3.821783909;10;1
4.13500201;10;1
3.412987952;10;1
3.388070328;10;1
3.397750242;10;1
3.654078575;10;1
3.664090968;10;1
3.588716219;10;1
3.723688383;10;1
3.544448825;10;1
3.823839216;10;1
3.387109631;10;1
3.291883359;10;1
3.561449352;10;1
3.63714628;10;1
3.899147796;10;1
3.741487918;10;1
3.938346043;10;1
4.271871292;10;1
3.818734223;10;1
3.844699271;10;1
3.776694238;10;1
3.917744231;10;1
3.815273678;20;1
3.584949367;20;1
4.083365774;20;1
3.737401924;20;1
4.516200613;20;1
4.532152969;20;1
3.749254537;20;1
4.526075669;20;1
3.434021019;20;1
3.777357017;20;1
3.866474022;20;1
3.622743701;20;1
3.751643365;20;1
3.858990782;20;1
3.772495531;20;1
3.470216222;20;1
4.070485853;20;1
3.663519384;20;1
3.963437377;20;1
4.094637917;20;1
3.76304634;20;1
4.291728771;20;1
3.77782973;20;1
3.550230127;20;1
3.998710146;20;1
4.140853568;20;1
3.83798149;20;1
4.155672577;20;1
4.507834096;20;1
4.439885588;20;1
3.682974656;20;1
4.101858651;20;1
4.055826895;20;1
3.678554403;20;1
3.360031259;20;1
3.754655674;20;1
3.823780707;20;1
4.261089671;20;1
4.095742222;20;1
4.066029737;20;1
3.639310481;20;1
3.802231535;20;1
3.929465516;20;1
3.491145832;20;1
4.080257649;20;1
3.682111314;20;1
4.002337444;20;1
4.232865237;20;1
3.92160311;20;1
3.382864378;20;1
4.191829094;20;1
3.654431993;20;1
3.783851375;20;1
3.755599421;20;1
4.292083817;20;1
4.132839326;20;1
3.906133405;20;1
3.847487795;20;1
3.867955874;20;1
4.014729146;20;1
3.842914764;20;1
4.253947693;20;1
3.35405972;20;1
3.86494642;20;1
3.690865967;20;1
3.922977548;20;1
3.47152753;20;1
3.7472594;20;1
3.708826327;20;1
3.359232322;20;1
4.017912755;20;1
3.388320049;20;1
4.582092828;20;1
4.142035701;20;1
4.403332386;20;1
3.907843342;20;1
4.874223273;20;1
3.57097436;20;1
3.877279335;20;1
3.720687818;20;1
3.478562448;20;1
3.917046613;20;1
3.872001189;20;1
4.070366354;20;1
3.458189557;20;1
3.769825815;20;1
3.67384392;20;1
4.000352665;20;1
4.070960133;20;1
4.099459475;20;1
4.214694395;20;1
3.612808586;20;1
3.673511764;20;1
4.161081099;20;1
3.737106477;20;1
4.03940107;20;1
3.965116217;20;1
4.05159787;20;1
4.671996667;20;1
4.222060966;20;1
4.107160449;20;1
4.034629343;20;1
3.966454718;20;1
3.718391574;20;1
4.167927928;20;1
3.699003623;20;1
3.814771583;20;1
4.151133886;20;1
3.976677521;20;1
3.795481058;20;1
3.97554666;20;1
3.861678881;20;1
3.576238851;20;1
3.948211167;20;1
3.751793952;30;1
4.039875387;30;1
4.627965521;30;1
4.456499052;30;1
4.774274351;30;1
3.985020397;30;1
4.008873321;30;1
4.155678251;30;1
4.146241367;30;1
4.449683788;30;1
4.345394837;30;1
4.558813126;30;1
4.320792974;30;1
3.734450935;30;1
4.40724377;30;1
3.97628305;30;1
3.748737741;30;1
4.014128116;30;1
3.969665916;30;1
4.234444554;30;1
3.959002364;30;1
4.431367051;30;1
4.057838545;30;1
4.062320535;30;1
3.866532866;30;1
3.696763258;30;1
3.902880735;30;1
3.961399499;30;1
4.846616898;30;1
4.225419479;30;1
4.236221095;30;1
4.145248474;30;1
4.688876174;30;1
4.394352592;30;1
4.407485895;30;1
4.120331481;30;1
4.105684185;30;1
4.431240764;30;1
4.437036004;30;1
3.850408093;30;1
4.154504888;30;1
4.137457351;30;1
4.03237793;30;1
4.139212189;30;1
4.013521525;30;1
4.559585398;30;1
3.982068313;30;1
4.429674375;30;1
4.182281529;30;1
4.51475314;30;1
4.214603592;30;1
4.044490702;30;1
4.281604584;30;1
4.341691533;30;1
4.772602522;30;1
4.070769386;30;1
4.106839583;30;1
3.737575934;30;1
4.226193547;30;1
4.206195342;30;1
4.218191023;30;1
4.206270468;30;1
4.130032978;30;1
4.358139057;30;1
4.308982793;30;1
4.513860022;30;1
4.414158101;30;1
3.940502443;30;1
3.849144576;30;1
3.884178335;30;1
4.012067418;30;1
4.823338915;30;1
4.375462516;30;1
4.319943619;30;1
3.798834433;30;1
4.477035194;30;1
