a3;load;failure
3.368886453;20;0
3.568347921;20;0
3.801686562;20;0
3.850575809;20;0
3.192400169;20;0
3.993801122;20;0
3.177695607;20;0
3.701526941;20;0
3.731750023;20;0
3.210674571;20;0
3.27449112;20;0
3.188955333;20;0
3.475903376;20;0
3.057280725;20;0
3.643529347;20;0
3.335149636;20;0
3.446687016;20;0
3.489733332;20;0
3.54904058;20;0
3.726859633;30;0
3.707911717;30;0
3.883842435;30;0
4.061036861;30;0
3.864492067;30;0
3.718678648;30;0
3.47263659;30;0
3.720404159;30;0
3.719896727;30;0
3.78704064;30;0
3.589428112;30;0
3.932140716;30;0
3.558295077;30;0
3.958650901;30;0
3.814321669;30;0
3.650212252;30;0
3.516408356;30;0
3.995694578;30;0
3.903167798;30;0
3.714534935;30;0
4.00166895;30;0
3.733201586;30;0
3.680296763;30;0
4.017332095;30;0
3.716760698;30;0
3.325053479;30;0
3.744481133;30;0
3.76427718;30;0
4.353714006;30;0
3.550335523;30;0
4.270607678;30;0
4.066778746;30;0
3.597980227;30;0
3.708546009;30;0
4.14515661;30;0
3.687292894;30;0
3.963777116;30;0
4.116184128;30;0
3.432223263;30;0
3.742236378;30;0
3.97022495;30;0
3.83064337;30;0
3.412435242;30;0
3.891505375;30;0
3.872908314;30;0
3.878352284;30;0
3.756409798;30;0
3.879796092;30;0
4.058276411;30;0
3.889495574;30;0
3.65088818;30;0
3.986213404;30;0
3.678434291;30;0
3.958136614;30;0
4.049936077;30;0
3.648509979;30;0
3.990065591;30;0
3.957722111;30;0
4.123450657;30;0
3.78334796;30;0
4.284889661;30;0
3.828550374;30;0
4.090815018;30;0
3.894722325;30;0
3.955539107;30;0
3.781292704;30;0
3.968943471;30;0
3.739821345;30;0
3.641278837;30;0
3.693184114;30;0
3.943068349;30;0
3.989114979;30;0
3.887624577;30;0
3.991876985;30;0
3.848944466;30;0
3.698822755;30;0
4.064533779;30;0
4.079987049;30;0
3.616352818;30;0
3.850017233;30;0
4.240282898;30;0
3.676135302;30;0
3.688110375;30;0
3.778333706;30;0
4.251672183;30;0
3.398860745;30;0
3.804370347;30;0
3.958316753;30;0
4.034874973;30;0
4.048050549;30;0
3.748230859;30;0
3.991107626;30;0
4.277289174;30;0
3.70077661;30;0
4.134234155;30;0
3.7135835;30;0
3.848672689;30;0
4.268493912;30;0
3.690676977;30;0
3.950486679;30;0
3.847888704;30;0
3.851030428;30;0
3.88649358;30;0
3.913890045;30;0
3.969244945;30;0
4.124970815;30;0
4.30400643;40;0
4.405525446;40;0
3.974321319;40;0
4.291490302;40;0
3.994356895;40;0
4.152242981;40;0
4.242624048;40;0
3.848611821;40;0
4.32308254;40;0
4.43153558;40;0
4.591393586;40;0
4.315340678;40;0
4.368560073;40;0
4.002093962;40;0
4.018845138;40;0
4.0114139;40;0
3.871975479;40;0
4.047996504;40;0
4.152668958;40;0
3.943427476;40;0
4.07997756;40;0
4.681758165;40;0
4.223728885;40;0
4.218862626;40;0
4.036817268;40;0
4.383303887;40;0
4.27515405;40;0
4.43816466;40;0
3.900712516;40;0
4.431113497;40;0
4.191974058;40;0
4.038278034;40;0
3.994603329;40;0
3.998965129;40;0
4.553919648;40;0
4.023900464;40;0
4.07153623;40;0
4.019131157;40;0
4.255115787;40;0
4.211504637;40;0
4.520975953;40;0
4.332535003;40;0
3.903268728;40;0
4.268445099;40;0
4.253162845;40;0
3.697371917;40;0
4.025861864;40;0
4.401846527;40;0
4.103937158;40;0
4.230075379;40;0
3.674848734;40;0
4.534305238;40;0
4.320864629;40;0
4.213987458;40;0
4.150328485;40;0
4.123969478;40;0
3.731202814;40;0
3.920143054;40;0
4.021741085;40;0
3.871387444;40;0
4.104783188;40;0
4.468432325;40;0
4.176532847;40;0
4.338309958;40;0
4.333747456;40;0
4.356892277;40;0
4.295804252;40;0
4.162461835;40;0
4.487351131;40;0
4.211992926;40;0
4.446227891;40;0
4.327124548;40;0
4.112603665;40;0
4.106287467;40;0
3.727085301;40;0
4.407760804;40;0
3.75959431;40;0
4.116757823;40;0
4.342542464;40;0
4.146962004;40;0
4.446052732;40;0
4.378682991;40;0
3.97452777;40;0
4.348864003;40;0
4.21282604;40;0
3.833696776;40;0
3.830865218;40;0
4.141145881;40;0
3.916533965;40;0
4.02230774;40;0
4.305059897;40;0
4.139714406;40;0
4.251508118;40;0
4.152831893;40;0
4.580141306;40;0
4.176444664;40;0
4.148739588;40;0
4.00145139;40;0
4.256482075;40;0
4.142398089;40;0
4.222781806;50;0
4.164895135;50;0
4.504739982;50;0
4.081520694;50;0
4.122568814;50;0
3.906009778;50;0
4.076610991;50;0
4.308897471;50;0
4.521679459;50;0
3.814221549;50;0
4.453202601;50;0
4.293247172;50;0
4.104267736;50;0
4.058383395;50;0
4.138744655;50;0
4.267886057;50;0
4.217123996;50;0
4.307301276;50;0
4.092480917;50;0
4.485213427;50;0
4.387812493;50;0
4.425605591;50;0
4.09178027;50;0
4.308617869;50;0
4.171399075;50;0
4.356474281;50;0
3.956845566;50;0
4.450030823;50;0
4.278061449;50;0
4.517622406;50;0
4.105465629;50;0
4.157506161;50;0
4.306723873;50;0
4.595790908;50;0
4.50783102;50;0
4.01987035;50;0
4.557003707;50;0
4.512547975;50;0
4.260294894;50;0
4.06036372;50;0
4.10552911;50;0
4.170523304;50;0
4.09790795;50;0
4.033616129;50;0
3.659666581;50;0
4.135871613;50;0
4.520583257;50;0
3.882545133;50;0
3.79869311;50;0
4.167548677;50;0
4.056057465;50;0
4.486347309;50;0
3.899067055;50;0
4.087641265;50;0
4.307506584;50;0
4.318695005;50;0
4.060793812;50;0
4.228357929;50;0
4.206627783;50;0
4.295941488;50;0
4.427813143;50;0
3.903382066;50;0
4.637149031;50;0
4.670047145;50;0
4.506386335;50;0
4.304255124;50;0
4.439661756;50;0
4.244932026;50;0
4.427680039;50;0
4.203760505;50;0
3.980149245;50;0
4.26130454;50;0
4.025692204;50;0
4.104505433;50;0
3.967192951;50;0
4.680014717;50;0
4.339556006;50;0
4.389467285;50;0
3.840453625;50;0
4.568136783;50;0
4.647291275;50;0
4.401620789;50;0
4.160604089;50;0
4.216265103;50;0
4.132817716;50;0
4.454596646;50;0
4.332469164;50;0
3.844620399;50;0
4.58056454;50;0
4.033030696;50;0
4.234689344;50;0
4.080517886;50;0
4.173881799;50;0
4.165715034;50;0
4.332209987;50;0
4.260774882;50;0
4.341925841;50;0
4.399512484;50;0
4.53475818;50;0
4.205072608;50;0
4.082711794;50;0
4.335893592;50;0
4.483584464;50;0
4.621171545;50;0
4.225437249;50;0
4.755464584;50;0
4.303813059;50;0
4.526057332;50;0
3.982247144;50;0
4.319402616;50;0
4.478121203;60;0
4.29682753;60;0
4.567117982;60;0
4.335378477;60;0
4.478282844;60;0
4.161919393;60;0
4.558330818;60;0
4.876284735;60;0
4.638802724;60;0
4.188396679;60;0
4.419477754;60;0
4.681758171;60;0
4.607224723;60;0
4.390462;60;0
3.97755774;60;0
4.375342502;60;0
4.05847908;60;0
4.112224982;60;0
4.274785883;60;0
4.470186867;60;0
4.312184473;60;0
4.389151967;60;0
4.424445801;60;0
4.88477021;60;0
4.909864764;60;0
4.972350911;60;0
4.271738233;60;0
4.426209026;60;0
4.085299134;60;0
4.430060241;60;0
4.688434891;60;0
4.322500711;60;0
4.625711148;60;0
4.346104897;60;0
4.602301342;60;0
4.798680253;60;0
4.797923807;60;0
4.566924573;60;0
4.846020442;60;0
4.822166388;60;0
4.357039235;60;0
4.795846212;60;0
4.804511089;60;0
4.172310231;60;0
4.182971684;60;0
4.644316415;60;0
4.300552774;60;0
4.82779528;60;0
4.501222749;60;0
4.407141856;60;0
4.381431411;60;0
4.521638013;60;0
4.543524114;60;0
4.152028285;60;0
4.335108589;60;0
4.36859588;60;0
4.391916233;60;0
3.875670489;60;0
4.808899852;60;0
4.725321259;60;0
4.4326799;60;0
4.204380981;60;0
4.825274551;60;0
4.823044487;60;0
4.526326106;60;0
4.348355709;60;0
4.583809978;60;0
4.062026309;60;0
4.574769048;60;0
3.985765283;60;0
4.171119734;60;0
4.601571723;60;0
4.451191306;60;0
4.746470322;60;0
4.472726988;60;0
4.771149714;60;0
4.871157893;60;0
4.888209053;60;0
4.62940351;60;0
4.923580849;60;0
4.622390796;60;0
4.684214185;60;0
4.323001475;60;0
4.235865342;60;0
4.54216849;60;0
4.19031293;60;0
4.46787605;60;0
4.093903866;60;0
4.602232221;60;0
4.662213304;60;0
4.493938983;60;0
4.265247034;60;0
4.393073146;60;0
5.067172149;60;0
4.481114631;60;0
4.242684012;60;0
4.234146886;60;0
4.565206402;60;0
4.305065825;60;0
4.708859883;70;0
4.746824638;70;0
4.520437835;70;0
4.771236695;70;0
4.274668547;70;0
4.50351288;70;0
4.468025617;70;0
4.229466688;70;0
4.775767476;70;0
4.64622456;70;0
4.562231206;70;0
4.533835029;70;0
4.742511247;70;0
4.36556344;70;0
4.549297116;70;0
4.262769495;70;0
4.542474086;70;0
4.572069565;70;0
4.75682232;70;0
4.385279236;70;0
4.441359409;70;0
4.48116847;70;0
4.407811542;70;0
4.845094111;70;0
4.175050207;70;0
4.775310513;70;0
4.749658418;70;0
4.469544995;70;0
4.658731649;70;0
5.007694411;70;0
4.674044928;70;0
4.744393782;70;0
4.58275819;70;0
4.643102666;70;0
4.666034704;70;0
4.620361686;70;0
4.522847178;70;0
4.288039085;70;0
5.001197462;70;0
4.66463554;70;0
4.901244582;70;0
4.869195631;70;0
4.906448601;70;0
4.598824809;70;0
4.765839051;70;0
4.601542933;70;0
4.775862954;70;0
5.102852278;70;0
4.161600453;70;0
4.753796752;70;0
4.203848117;70;0
5.050779854;70;0
4.521952741;70;0
4.443433703;70;0
4.156313709;70;0
4.715247138;70;0
4.392246445;70;0
4.710296213;70;0
4.554619309;70;0
4.622036994;70;0
4.411960203;70;0
4.566876369;70;0
4.327409238;70;0
4.670331559;70;0
4.401584614;70;0
4.290484319;70;0
4.715373327;70;0
4.394371181;70;0
4.841529746;70;0
4.538281717;70;0
4.739369172;70;0
4.407543284;70;0
4.714330704;70;0
4.649814298;70;0
4.59688528;70;0
4.646312098;70;0
4.481959456;70;0
4.684301463;70;0
4.763551268;70;0
4.660773423;70;0
4.870916139;70;0
5.047687635;70;0
4.535549008;70;0
4.877932339;70;0
4.200805925;70;0
4.672006361;70;0
4.6325985;70;0
4.709706949;70;0
4.408158538;70;0
4.248055579;70;0
4.50134676;70;0
4.088198119;70;0
4.661157854;70;0
4.36853339;70;0
4.822327405;70;0
4.365054856;70;0
4.7352478;70;0
4.437588767;70;0
4.735847274;70;0
4.381297883;70;0
4.653059858;70;0
4.470401892;80;0
5.020544955;80;0
4.925326281;80;0
4.632784252;80;0
4.907829759;80;0
4.361325562;80;0
4.792961538;80;0
4.258340418;80;0
4.508654843;80;0
4.505807685;80;0
4.780157918;80;0
4.265517833;80;0
4.519410716;80;0
4.521049696;80;0
4.390162459;80;0
4.508910021;80;0
4.318143336;80;0
4.764042734;80;0
4.345051515;80;0
5.010534424;80;0
4.593712875;80;0
5.113273916;80;0
4.401530696;80;0
4.901866441;80;0
4.55539957;80;0
4.627934695;80;0
4.608158661;80;0
4.826275296;80;0
4.57687297;80;0
4.783314206;80;0
5.008661047;80;0
4.586763643;80;0
4.953303203;80;0
4.472406065;80;0
4.920132138;80;0
4.590724871;80;0
5.203766939;80;0
4.919238977;80;0
4.889346986;80;0
4.559027564;80;0
4.798380866;80;0
4.799618051;80;0
4.570638184;80;0
5.043253499;80;0
4.626445394;80;0
4.70294053;80;0
4.507225829;80;0
4.621371795;80;0
4.482779291;80;0
4.847005992;80;0
4.546055054;80;0
4.559610063;80;0
4.324139958;80;0
5.008763672;80;0
4.128235416;80;0
4.318823427;80;0
4.763989727;80;0
4.050421225;80;0
4.481293363;80;0
4.251063806;80;0
4.587736531;80;0
4.846078777;80;0
4.922803138;80;0
4.467641614;80;0
4.844599952;80;0
4.555116338;80;0
4.902652809;80;0
4.624902856;80;0
4.279864527;80;0
4.955193514;80;0
4.93584235;80;0
4.966278096;80;0
4.725111275;80;0
4.952627789;80;0
4.342841194;80;0
4.811133042;80;0
4.409382519;80;0
4.817401257;80;0
4.714616356;80;0
5.08796758;80;0
4.533893622;80;0
4.833753325;80;0
5.014478143;80;0
4.810125768;80;0
4.495242948;80;0
4.240732137;80;0
4.519335623;80;0
4.561192496;80;0
4.867928693;80;0
4.467365548;80;0
4.702514702;80;0
4.452474672;80;0
4.587677992;80;0
4.310411122;80;0
4.548595575;80;0
4.384578759;80;0
4.850921258;80;0
4.574193765;80;0
4.306370172;80;0
4.432634267;90;0
4.985775293;90;0
4.858642191;90;0
4.67830465;90;0
4.233028314;90;0
4.718233002;90;0
4.433178406;90;0
4.584700984;90;0
4.476677145;90;0
4.790192528;90;0
4.886291604;90;0
4.251152124;90;0
4.855439333;90;0
4.429420737;90;0
4.856457535;90;0
4.524150292;90;0
4.611485618;90;0
4.318545278;90;0
4.851471176;90;0
4.170369596;90;0
4.506993136;90;0
4.259336645;90;0
4.69135626;90;0
4.946681704;90;0
4.593836502;90;0
4.871333783;90;0
4.540090332;90;0
5.002436597;90;0
4.599575038;90;0
5.031198754;90;0
4.650786312;90;0
5.179221747;90;0
4.685466823;90;0
4.568503052;90;0
4.601129409;90;0
4.872247369;90;0
4.465014512;90;0
4.727865065;90;0
4.921230133;90;0
4.618548416;90;0
4.852559926;90;0
4.586278281;90;0
4.720311398;90;0
4.582146021;90;0
4.92215654;90;0
4.753625706;90;0
4.397707843;90;0
4.481997351;90;0
4.219338635;90;0
4.55813516;90;0
4.220470447;90;0
4.585504081;90;0
4.375058082;90;0
4.855983672;90;0
4.730252223;90;0
4.824153296;90;0
4.44579135;90;0
4.935193115;90;0
4.65735177;90;0
4.514260398;90;0
4.317330894;90;0
4.729834044;90;0
4.466611001;90;0
4.516789022;90;0
4.829459559;90;0
4.32494636;90;0
4.849790057;90;0
4.349509513;90;0
4.787516002;90;0
4.534742063;90;0
5.076164911;90;0
5.006127933;90;0
4.702738607;90;0
4.711603146;90;0
4.727914472;90;0
4.385015272;90;0
4.266930661;90;0
4.722809919;90;0
4.522891622;90;0
5.197650306;90;0
4.58096521;90;0
4.924312934;90;0
4.43234135;90;0
4.757132929;90;0
4.605214984;90;0
4.611299178;90;0
4.450946194;90;0
4.703892487;90;0
4.175956796;90;0
4.911068032;90;0
4.361053936;90;0
4.395108172;90;0
4.65283896;90;0
4.480222584;90;0
4.848620378;90;0
4.456582199;90;0
4.853035085;90;0
4.352396209;90;0
4.751703315;90;0
4.551079315;90;0
4.769522724;90;0
4.590919203;90;0
4.423005381;90;0
4.575009112;90;0
4.655891617;90;0
4.690439308;90;0
3.196925483;0;1
3.116087148;0;1
3.017377576;0;1
2.667692681;0;1
3.275492134;0;1
2.916801429;0;1
3.208623822;0;1
2.956913849;0;1
2.998869092;0;1
3.273055588;0;1
3.163370308;0;1
3.195448171;0;1
2.905888971;0;1
2.988274747;0;1
2.940986808;0;1
3.189043882;0;1
2.813894975;0;1
3.045831525;0;1
3.58655644;0;1
2.816921963;0;1
2.698889608;0;1
2.904935788;0;1
3.300700366;0;1
2.924137416;0;1
2.995919443;0;1
3.334026501;0;1
2.921404779;0;1
3.001129636;0;1
3.043865591;0;1
3.056260168;0;1
2.895726939;0;1
2.754365212;0;1
2.997817424;0;1
2.918138683;0;1
3.346656241;0;1
3.520161658;0;1
3.035882828;0;1
3.362527732;0;1
3.27415084;0;1
3.043089996;0;1
3.173049553;0;1
3.02798526;0;1
3.021663086;0;1
3.34468733;0;1
3.16368255;0;1
3.052995798;0;1
3.152956848;0;1
2.876133521;0;1
3.017205601;0;1
2.651898322;0;1
2.849958705;0;1
2.843210195;0;1
3.199411835;0;1
2.98733182;0;1
2.82941502;0;1
3.045033344;0;1
3.165263573;0;1
2.809523849;0;1
3.318430209;0;1
2.976535702;0;1
3.127431406;0;1
3.227433804;0;1
3.318074437;0;1
3.260839966;0;1
3.086362242;0;1
3.143914088;0;1
3.196755458;0;1
3.22556977;0;1
3.19300126;0;1
3.165088303;0;1
3.204879029;0;1
3.019313042;0;1
2.68324188;0;1
3.072833812;0;1
3.116133552;0;1
3.1443516;0;1
3.181454242;0;1
3.328704009;0;1
3.366140863;0;1
3.17772685;0;1
3.268063938;0;1
3.166266276;0;1
2.991305214;0;1
3.037171834;0;1
3.539894769;0;1
3.216991734;0;1
3.402539374;0;1
3.391423395;0;1
3.173300002;10;1
3.291188344;10;1
3.221566403;10;1
3.400564454;10;1
3.269408922;10;1
3.377526732;10;1
3.361763242;10;1
3.242043976;10;1
2.911813784;10;1
2.989053235;10;1
3.107915309;10;1
3.070554616;10;1
3.404159422;10;1
3.019590176;10;1
2.835291329;10;1
3.073526922;10;1
3.515544076;10;1
2.728320228;10;1
3.178627566;10;1
3.228997916;10;1
3.166757558;10;1
3.2235042;10;1
2.889545335;10;1
2.934538003;10;1
3.315612651;10;1
3.150821226;10;1
3.209189346;10;1
3.107788147;10;1
3.32568998;10;1
3.624836084;10;1
3.094039067;10;1
3.245955319;10;1
3.279068498;10;1
2.841433521;10;1
2.882453129;10;1
3.518994757;10;1
3.053480897;10;1
3.189356087;10;1
3.489868273;10;1
2.893699427;10;1
2.919748574;10;1
3.273049137;10;1
2.884094854;10;1
3.004880326;10;1
3.241671458;10;1
3.07081742;10;1
3.480743774;10;1
3.429687762;10;1
3.054457908;10;1
3.047247574;10;1
3.097512394;10;1
2.741435405;10;1
3.566113037;10;1
3.341774661;10;1
3.198995444;10;1
3.140162279;10;1
3.249183886;10;1
3.293296412;10;1
2.935947465;10;1
3.524389334;10;1
3.044847349;10;1
3.221094256;10;1
3.034245773;10;1
3.216809078;10;1
3.382777216;10;1
2.954363964;10;1
2.718986882;10;1
3.057204204;10;1
3.021397567;10;1
3.170540685;10;1
3.171942499;10;1
2.939004722;10;1
3.557037012;10;1
2.968271018;10;1
3.013397721;10;1
3.188526628;10;1
3.008156605;10;1
3.082434312;10;1
3.349224025;10;1
3.274570931;10;1
3.599886632;10;1
3.33543515;10;1
3.177355481;10;1
3.415917648;10;1
2.980164577;10;1
3.243722988;10;1
2.846185489;10;1
3.199945757;10;1
3.061033655;10;1
3.379900969;10;1
3.112207208;10;1
3.035810106;10;1
2.954042387;10;1
3.566866173;10;1
3.019371996;10;1
3.095247962;10;1
3.340422666;10;1
2.872667187;10;1
3.259138026;10;1
2.766450413;10;1
2.825487949;10;1
3.044434656;10;1
2.960057438;10;1
3.320830396;10;1
3.467474838;10;1
3.55146818;10;1
3.518659062;10;1
3.354424444;10;1
3.473190967;10;1
3.090673717;10;1
2.998514528;10;1
3.183367108;20;1
3.406154059;20;1
3.549411074;20;1
3.568670877;20;1
3.62087336;20;1
3.805203362;20;1
3.175660585;20;1
3.426007746;20;1
3.238678877;20;1
3.56474724;20;1
3.259186189;20;1
3.148310159;20;1
3.26051663;20;1
3.368074239;20;1
3.224570202;20;1
3.30272555;20;1
3.300171283;20;1
3.083781126;20;1
3.753982628;20;1
3.531843097;20;1
3.507709815;20;1
3.875701146;20;1
3.424711085;20;1
3.221112198;20;1
3.592638991;20;1
3.232245658;20;1
3.572978466;20;1
3.692264077;20;1
3.687733123;20;1
3.538753374;20;1
3.423420952;20;1
3.476911187;20;1
3.430638793;20;1
3.256140321;20;1
2.993042939;20;1
3.319166386;20;1
3.042654771;20;1
3.429695407;20;1
3.514555201;20;1
3.292750161;20;1
3.277635773;20;1
3.189820462;20;1
3.254995869;20;1
3.17867229;20;1
3.890915005;20;1
3.357506678;20;1
3.624063133;20;1
3.503581118;20;1
3.524610434;20;1
2.996260779;20;1
3.649362723;20;1
3.259155961;20;1
3.620181643;20;1
3.492418183;20;1
3.437541493;20;1
3.793134941;20;1
3.32413477;20;1
3.644816679;20;1
3.52928826;20;1
3.302171625;20;1
3.072145766;20;1
3.769160365;20;1
2.953813384;20;1
3.183804977;20;1
3.591221341;20;1
3.473057207;20;1
3.157110957;20;1
3.369784603;20;1
3.23579952;20;1
3.166614551;20;1
3.741182142;20;1
3.183671403;20;1
3.90666463;20;1
3.66908387;20;1
3.687198363;20;1
3.608772249;20;1
3.727563054;20;1
3.475592838;20;1
3.397429312;20;1
3.347868438;20;1
3.064203494;20;1
3.337960338;20;1
3.150895843;20;1
3.633021009;20;1
3.158845689;20;1
3.308690147;20;1
3.475036786;20;1
3.448049924;20;1
3.153323083;20;1
3.658742646;20;1
3.510800184;20;1
3.265279095;20;1
3.238300792;20;1
3.338022726;20;1
3.537814174;20;1
3.844305574;20;1
3.615326865;20;1
3.404470876;20;1
3.995099699;20;1
3.42318949;20;1
3.721815362;20;1
3.762744352;20;1
3.337114609;20;1
3.086872574;20;1
3.644656942;20;1
3.121756783;20;1
3.214901484;20;1
3.65514856;20;1
3.325900181;20;1
3.310775979;20;1
3.544477652;20;1
3.388211149;20;1
3.357687124;20;1
3.309430078;20;1
3.369335658;30;1
3.426756651;30;1
4.16862599;30;1
3.59195817;30;1
3.929139526;30;1
3.902067624;30;1
3.571612732;30;1
3.519056144;30;1
3.915104524;30;1
3.448130684;30;1
3.91472448;30;1
3.799222607;30;1
3.649807109;30;1
3.216601668;30;1
3.976241283;30;1
3.391945256;30;1
3.226013062;30;1
3.572094807;30;1
3.620281959;30;1
3.947679115;30;1
3.698748353;30;1
3.821795667;30;1
3.623108222;30;1
3.56542044;30;1
3.35246772;30;1
3.402869974;30;1
3.392708681;30;1
3.52748877;30;1
4.455720642;30;1
3.689506191;30;1
3.790285721;30;1
3.624225724;30;1
3.88985078;30;1
3.511702958;30;1
3.690700667;30;1
3.57813493;30;1
3.808187353;30;1
3.503327327;30;1
3.786730038;30;1
3.504907499;30;1
3.725052509;30;1
3.617216758;30;1
3.63772185;30;1
3.821379574;30;1
3.556091772;30;1
4.066531006;30;1
3.227232581;30;1
3.8156102;30;1
3.809727418;30;1
3.843736038;30;1
3.515842251;30;1
3.739157345;30;1
3.519813714;30;1
3.934347318;30;1
4.201436339;30;1
3.32018238;30;1
3.464346738;30;1
3.615071306;30;1
3.632307618;30;1
3.349804001;30;1
3.792199343;30;1
3.606923696;30;1
3.869402732;30;1
3.577063515;30;1
3.76404019;30;1
3.88963534;30;1
3.742757163;30;1
3.634808134;30;1
3.797487666;30;1
3.193525474;30;1
3.480519145;30;1
4.329665454;30;1
3.714668855;30;1
3.720371045;30;1
3.45874036;30;1
3.869975305;30;1
